Patrones: Ejemplo Chevere para entrenar la DMNN
Salidas: Rojizo, Azuladito, Purpuroso
90.204513,80.879101,2
33.84977,32.855732,0
42.317505,46.225932,1
67.922821,54.582197,2
57.97275,33.826685,0
16.014735,42.750167,0
75.479036,75.479036,2
41.412557,77.334487,0
55.17433,24.721871,0
14.054198,33.028523,0
97.488835,24.293834,1
87.697487,80.878883,2
28.96082,52.78194,0
56.746211,17.195946,0
30.380711,18.084183,1
91.898009,41.93424,2
88.964469,5.330112,1
97.687604,32.367191,2
33.263986,57.249236,1
81.103943,42.608037,1
18.869759,66.044157,2
76.119707,32.629158,1
90.420246,29.916398,1
54.576592,4.87671,1
68.46375,19.70831,0
66.848202,57.015047,2
58.036807,92.685277,0
67.199049,27.469886,1
74.339712,51.933942,1
38.539656,66.369659,1
52.894321,32.766149,0
15.110373,81.569342,2
82.624737,77.408584,2
70.239213,49.812997,1
29.293102,62.622544,0
22.655352,45.174685,2
89.479021,78.036608,2
82.887417,99.54252,2
72.117533,41.511385,1
23.145659,69.502627,2
68.43927,32.79186,1
42.88854,43.20008,1
61.347812,35.399757,1
16.258061,16.11203,0
28.304639,9.43488,1
53.687666,19.836891,0
79.399156,42.276261,1
27.691629,50.314964,0
70.0754,15.361484,0
85.703078,52.389545,2
45.216458,50.489444,1
45.942491,83.870565,0
26.2719,15.129745,1
87.910913,42.693199,1
48.458011,51.905428,1
38.577814,66.025546,1
17.385719,87.017772,2
60.260994,10.86514,1
57.633547,42.910684,1
88.890797,23.808403,2
74.649776,36.85879,1
31.3313,6.924291,1
84.913916,84.913916,2
89.642244,32.657893,1
41.898577,48.707594,1
47.196565,81.421223,0
29.974794,50.554003,0
25.40778,16.075889,1
85.413026,51.455315,2
32.306856,30.715371,0
89.066085,70.263387,2
42.064813,70.710046,1
42.125494,12.615732,2
96.838502,30.710581,2
43.82883,42.246464,1
46.599994,78.565619,2
31.099106,27.923466,0
58.894309,51.083076,1
71.630757,64.626296,2
84.294455,95.872336,2
78.66331,44.334236,1
36.584738,11.710437,2
10.796365,11.993355,0
22.081192,32.662846,0
23.124487,24.00671,0
89.061001,37.395182,1
40.845088,47.251173,1
87.226112,92.675395,2
34.976509,84.322457,0
24.128611,88.32957,2
78.188553,78.279665,2
52.588344,82.968955,0
37.739518,9.43488,2
56.76765,4.2214,1
14.527197,54.43045,2
60.862181,96.759532,0
44.522895,84.836359,0
47.299158,24.707093,0
59.399946,8.229981,1
88.768136,34.667974,2
31.933649,41.985448,0
89.573089,16.57203,1
27.546097,16.392727,1
