Patrones: Espiral 3
Salidas: Rojo, Azul, Verde
663.27,344.29,1
696.98,332.11,1
688.90,326.65,1
652.77,343.98,1
667.63,363.97,1
647.86,317.61,1
715.00,313.56,1
697.48,332.87,1
676.72,338.90,1
702.29,332.44,1
191.41,143.77,2
177.00,183.42,2
187.10,163.17,2
165.57,166.00,2
203.39,148.15,2
173.79,170.56,2
177.16,155.96,2
193.77,165.19,2
184.27,167.18,2
176.76,179.01,2
187.35,176.67,2
165.96,155.82,2
179.77,184.50,2
167.44,155.36,2
195.54,172.94,2
182.45,175.80,2
161.21,156.56,2
333.19,699.10,0
320.70,707.95,0
333.43,663.95,0
314.43,697.31,0
353.83,703.85,0
337.78,694.72,0
346.79,668.42,0
306.32,677.86,0
334.83,694.69,0
324.83,698.10,0
335.95,696.60,0
334.49,692.37,0
331.30,701.24,0
319.18,695.08,0
326.69,660.54,0
353.94,675.35,0
347.38,703.72,0
358.94,681.70,0
635.28,272.02,1
667.14,259.27,1
660.16,288.03,1
661.37,296.07,1
648.45,279.70,1
661.90,258.92,1
630.04,278.08,1
672.67,256.08,1
639.58,258.17,1
651.24,296.10,1
660.97,298.99,1
666.82,265.54,1
653.07,305.74,1
167.54,207.06,2
161.92,177.25,2
146.58,183.50,2
161.94,206.58,2
144.87,203.98,2
133.59,197.96,2
157.89,208.18,2
157.14,195.36,2
147.35,190.70,2
147.87,182.51,2
177.30,212.32,2
161.45,197.72,2
151.13,214.69,2
147.19,176.53,2
142.01,190.25,2
376.55,672.26,0
362.90,676.70,0
383.48,689.50,0
390.11,663.89,0
369.39,662.66,0
398.89,643.23,0
385.62,661.76,0
415.78,674.21,0
387.90,697.07,0
403.23,648.47,0
378.48,674.47,0
392.85,640.88,0
641.36,244.32,1
645.17,230.82,1
641.64,238.86,1
635.10,234.28,1
648.83,228.75,1
652.23,250.70,1
635.02,234.93,1
636.04,247.05,1
640.43,248.99,1
638.86,241.29,1
123.53,259.30,2
123.04,251.91,2
140.17,268.12,2
129.45,261.94,2
118.23,232.04,2
159.76,239.80,2
111.78,233.61,2
141.95,222.49,2
157.20,252.95,2
151.65,226.43,2
163.05,254.71,2
147.95,229.06,2
116.38,223.39,2
134.69,249.85,2
164.35,249.87,2
123.97,218.88,2
121.43,226.66,2
113.36,256.20,2
151.17,223.94,2
431.24,657.66,0
437.58,668.72,0
443.73,661.45,0
437.36,667.36,0
440.12,656.92,0
420.85,666.11,0
622.27,179.65,1
604.07,212.20,1
642.25,202.15,1
572.02,197.52,1
663.53,205.51,1
640.43,202.05,1
632.70,171.82,1
601.56,190.85,1
656.65,206.16,1
622.70,217.59,1
636.64,168.35,1
661.83,210.59,1
598.04,212.83,1
612.33,234.16,1
614.55,163.76,1
595.82,155.97,1
632.86,191.52,1
576.13,212.56,1
660.02,175.68,1
605.42,169.47,1
637.21,182.34,1
593.31,160.06,1
641.88,187.44,1
606.16,218.43,1
594.79,227.46,1
642.32,195.35,1
629.18,199.28,1
600.80,182.78,1
634.99,238.76,1
657.49,180.31,1
631.25,239.99,1
586.30,208.82,1
103.88,284.04,2
112.88,279.36,2
92.60,283.39,2
111.34,284.36,2
111.02,290.41,2
105.41,287.82,2
111.84,282.81,2
118.11,287.50,2
453.82,637.02,0
453.35,631.09,0
444.11,639.75,0
466.93,679.22,0
491.45,659.90,0
454.05,675.27,0
457.24,677.66,0
455.13,673.35,0
464.00,680.12,0
461.67,632.81,0
465.71,629.96,0
447.69,666.41,0
468.90,638.60,0
476.15,649.35,0
448.98,653.66,0
483.12,637.73,0
582.78,166.07,1
583.84,150.43,1
585.68,160.69,1
568.51,150.15,1
573.31,147.21,1
583.85,151.82,1
583.48,153.32,1
121.17,314.55,2
119.80,342.40,2
129.27,325.27,2
102.07,336.68,2
94.62,321.34,2
104.47,299.46,2
127.97,315.86,2
120.34,305.04,2
119.03,333.09,2
121.67,329.99,2
113.27,317.36,2
121.44,311.66,2
121.76,332.63,2
94.35,323.53,2
506.70,640.10,0
521.91,631.37,0
520.39,666.38,0
491.24,609.74,0
511.98,639.29,0
525.99,639.74,0
498.44,629.13,0
510.51,613.67,0
522.46,641.90,0
531.36,628.99,0
542.07,617.83,0
545.26,625.64,0
497.36,617.04,0
480.27,626.24,0
521.88,640.07,0
507.42,642.99,0
496.99,617.39,0
508.71,661.88,0
491.93,612.91,0
544.30,129.40,1
537.99,156.54,1
531.54,147.44,1
564.33,139.47,1
551.64,149.89,1
567.40,147.60,1
547.49,136.78,1
524.26,144.75,1
530.23,147.34,1
557.10,146.50,1
556.41,157.13,1
547.54,161.33,1
562.25,163.42,1
114.98,382.85,2
126.72,385.96,2
107.18,374.63,2
118.62,385.19,2
128.53,380.35,2
131.02,377.58,2
125.58,375.87,2
123.88,362.63,2
483.23,122.67,1
514.91,158.87,1
516.92,110.14,1
498.45,130.33,1
489.60,111.42,1
506.78,161.69,1
499.23,114.96,1
511.23,138.99,1
521.13,144.06,1
489.45,140.21,1
510.09,160.84,1
492.21,146.98,1
497.06,141.40,1
509.98,135.21,1
526.06,137.86,1
483.48,149.53,1
508.59,114.69,1
509.35,140.63,1
109.64,392.58,2
99.12,406.99,2
113.26,440.76,2
91.43,436.11,2
131.57,414.87,2
104.54,404.65,2
120.11,434.01,2
98.35,433.93,2
105.21,432.38,2
122.44,404.11,2
123.05,421.07,2
126.15,439.32,2
91.28,412.57,2
114.07,404.14,2
96.32,442.85,2
131.46,412.61,2
115.57,434.44,2
582.02,571.90,0
581.02,566.14,0
603.70,571.44,0
591.64,585.08,0
556.31,600.51,0
543.13,562.42,0
571.94,571.02,0
590.54,570.95,0
593.63,593.09,0
591.87,556.32,0
578.10,567.97,0
552.90,612.23,0
541.46,604.89,0
564.73,556.50,0
568.41,596.56,0
587.92,578.26,0
561.30,589.35,0
576.74,569.92,0
535.85,596.76,0
562.44,600.36,0
598.85,569.66,0
564.92,572.51,0
597.77,560.22,0
432.05,171.13,1
457.23,177.41,1
492.50,110.63,1
421.52,120.08,1
448.17,154.87,1
432.28,107.93,1
417.72,154.76,1
439.34,98.00,1
449.13,131.16,1
421.56,110.15,1
475.67,160.25,1
448.09,92.23,1
469.03,102.49,1
453.82,107.13,1
434.81,129.02,1
473.69,118.97,1
421.21,149.05,1
120.92,451.55,2
113.67,457.35,2
109.95,450.27,2
112.07,466.45,2
111.56,448.94,2
128.61,486.56,2
126.58,481.58,2
146.47,454.73,2
98.35,476.68,2
103.45,456.38,2
148.03,449.47,2
116.41,450.62,2
123.77,468.74,2
99.76,461.00,2
143.64,476.57,2
583.11,518.45,0
599.53,523.72,0
588.84,549.30,0
595.90,541.54,0
593.93,527.94,0
597.47,546.55,0
587.77,541.17,0
593.79,526.58,0
575.29,535.22,0
589.71,527.17,0
594.81,548.59,0
594.30,523.67,0
127.37,506.38,2
125.14,500.44,2
118.33,487.84,2
130.88,495.25,2
134.07,513.86,2
131.60,507.31,2
126.44,497.47,2
110.81,498.33,2
377.51,103.78,1
376.13,113.27,1
375.16,122.11,1
363.22,121.26,1
368.16,136.44,1
377.46,113.02,1
398.27,116.01,1
388.50,133.75,1
161.28,519.70,2
177.30,549.49,2
167.59,515.89,2
143.63,522.22,2
162.43,526.36,2
153.08,535.71,2
164.80,513.38,2
162.27,528.92,2
169.67,536.13,2
156.92,554.02,2
159.74,541.26,2
165.97,511.04,2
149.59,515.94,2
175.22,505.51,2
154.03,533.25,2
143.60,516.92,2
638.28,445.56,0
634.86,469.91,0
647.17,469.14,0
650.68,457.49,0
607.62,489.18,0
618.23,498.90,0
643.19,491.38,0
634.97,459.87,0
629.41,463.49,0
611.31,465.84,0
627.85,464.64,0
652.23,482.47,0
618.74,489.62,0
634.56,456.25,0
348.91,120.26,1
349.14,138.94,1
319.40,124.19,1
344.56,142.13,1
336.14,125.01,1
342.92,139.81,1
358.64,118.33,1
345.33,118.78,1
329.01,109.85,1
358.36,122.11,1
173.65,552.32,2
180.88,551.98,2
179.89,571.28,2
198.25,536.02,2
198.63,532.43,2
212.58,546.37,2
209.40,556.61,2
200.48,543.43,2
191.59,559.62,2
191.17,547.71,2
272.93,130.84,1
311.71,121.25,1
294.72,158.84,1
269.92,151.42,1
264.60,147.43,1
317.65,127.93,1
265.91,167.27,1
298.41,137.26,1
287.96,135.17,1
314.19,164.98,1
298.22,126.30,1
280.38,113.99,1
263.78,159.05,1
265.61,140.97,1
311.76,156.01,1
288.96,169.79,1
295.37,131.86,1
289.87,118.36,1
224.34,571.37,2
207.62,567.97,2
207.18,567.94,2
210.26,594.02,2
227.61,575.05,2
206.79,600.59,2
223.89,586.38,2
230.66,593.60,2
195.06,590.04,2
229.38,593.50,2
205.52,583.10,2
230.11,575.74,2
228.60,561.43,2
212.78,582.15,2
211.42,584.13,2
205.70,574.68,2
229.32,564.83,2
645.60,413.43,0
640.57,408.79,0
668.24,396.69,0
624.71,410.58,0
642.27,380.29,0
653.11,396.28,0
654.70,382.39,0
663.02,398.46,0
653.63,395.27,0
255.24,147.50,1
256.46,179.31,1
258.76,184.48,1
251.88,158.20,1
256.60,165.67,1
250.71,156.76,1
240.74,162.31,1
267.96,625.60,2
274.46,612.90,2
255.06,609.08,2
232.54,613.65,2
242.20,599.27,2
259.11,597.83,2
246.74,609.39,2
242.51,611.29,2
247.38,623.83,2
264.91,601.65,2
262.46,630.81,2
588.25,346.46,0
624.10,373.33,0
604.57,354.64,0
615.24,334.90,0
617.00,343.56,0
596.22,350.79,0
596.81,355.99,0
609.50,353.04,0
609.90,356.79,0
593.69,342.42,0
600.83,341.32,0
603.55,346.20,0
624.78,365.95,0
593.27,362.89,0
611.28,370.62,0
621.94,360.42,0
596.60,356.43,0
244.07,220.07,1
244.92,186.13,1
233.34,197.46,1
235.02,188.36,1
242.74,210.24,1
243.86,189.31,1
225.91,195.69,1
240.56,224.58,1
218.85,204.41,1
237.39,190.70,1
225.31,213.28,1
254.68,195.22,1
271.55,600.26,2
302.68,596.38,2
296.66,610.50,2
272.17,603.11,2
313.04,594.73,2
305.27,617.12,2
293.50,576.60,2
281.48,583.39,2
296.99,608.00,2
290.83,600.96,2
291.39,611.74,2
297.56,619.54,2
304.49,587.47,2
300.51,618.45,2
579.36,293.31,0
592.87,331.87,0
625.82,295.03,0
598.96,304.71,0
618.42,287.85,0
604.49,267.89,0
620.33,291.96,0
622.10,308.26,0
628.56,283.49,0
616.05,317.70,0
590.96,314.57,0
638.46,308.06,0
586.28,314.52,0
614.87,329.83,0
586.93,302.01,0
595.56,278.96,0
617.43,282.75,0
604.76,293.20,0
583.56,282.30,0
575.54,299.66,0
634.46,312.75,0
630.58,327.18,0
238.23,244.00,1
183.69,215.35,1
225.62,236.08,1
189.74,220.49,1
228.61,227.70,1
212.73,246.63,1
231.23,223.10,1
228.02,232.97,1
242.71,235.05,1
240.28,230.46,1
215.68,245.91,1
191.03,248.76,1
214.36,248.89,1
214.31,253.41,1
214.36,234.56,1
229.46,239.21,1
318.20,592.28,2
341.18,619.00,2
325.69,586.13,2
326.63,613.24,2
342.67,593.48,2
345.11,591.93,2
333.51,598.59,2
316.37,598.90,2
350.85,595.19,2
568.98,276.20,0
576.92,284.77,0
572.13,284.48,0
573.53,291.38,0
588.69,276.17,0
571.21,284.70,0
576.72,283.31,0
572.94,287.20,0
567.48,289.75,0
190.32,250.57,1
176.22,256.74,1
191.85,274.23,1
191.12,272.28,1
180.36,255.84,1
181.94,261.15,1
180.60,278.92,1
170.98,261.55,1
168.54,266.60,1
180.85,270.51,1
182.46,264.20,1
196.06,253.40,1
387.06,620.49,2
368.40,635.78,2
370.68,609.58,2
359.76,622.55,2
355.95,647.13,2
391.35,623.54,2
381.88,603.88,2
368.47,616.38,2
374.80,625.16,2
358.68,632.85,2
393.43,633.74,2
571.32,253.47,0
584.64,248.79,0
586.32,242.07,0
556.32,245.33,0
577.29,251.95,0
567.94,267.25,0
588.13,239.71,0
586.02,246.79,0
578.09,230.08,0
186.12,284.01,1
186.50,287.21,1
158.84,277.11,1
150.19,295.87,1
149.04,304.41,1
149.03,300.96,1
175.46,306.37,1
159.86,307.39,1
185.27,292.26,1
159.25,273.39,1
151.67,277.99,1
176.77,295.13,1
181.44,293.15,1
171.88,274.89,1
170.95,303.31,1
174.19,303.03,1
416.93,647.52,2
418.53,644.03,2
385.08,604.48,2
440.89,598.32,2
406.32,604.07,2
427.60,597.30,2
411.87,598.41,2
429.15,623.70,2
410.34,649.50,2
421.62,587.06,2
439.97,607.38,2
432.45,630.32,2
440.93,637.37,2
421.53,590.62,2
564.43,193.32,0
572.01,205.22,0
563.85,217.03,0
551.94,239.30,0
566.92,207.35,0
529.47,229.13,0
564.09,222.64,0
528.91,225.06,0
543.56,233.56,0
535.59,191.61,0
566.24,205.19,0
537.14,195.00,0
177.00,340.97,1
173.46,338.98,1
153.91,343.75,1
184.87,333.78,1
157.11,332.90,1
139.04,345.67,1
168.68,340.09,1
174.10,357.69,1
183.47,334.89,1
152.34,359.27,1
165.62,319.18,1
173.94,352.69,1
147.11,303.71,1
141.77,339.38,1
137.21,329.64,1
169.36,353.37,1
158.91,319.72,1
189.91,328.83,1
166.41,328.13,1
166.38,321.66,1
136.92,331.65,1
510.30,199.14,0
489.47,218.96,0
495.85,224.23,0
493.28,210.54,0
491.42,210.59,0
498.66,213.67,0
492.36,221.80,0
520.22,211.54,0
501.49,223.99,0
504.72,217.80,0
497.84,216.10,0
514.12,219.74,0
474.38,617.96,2
472.80,589.13,2
459.01,600.55,2
490.61,607.48,2
489.77,591.84,2
479.50,591.53,2
453.47,603.93,2
451.51,607.20,2
478.28,583.00,2
462.43,598.10,2
476.37,587.05,2
473.40,612.42,2
473.87,614.69,2
471.62,598.81,2
452.47,578.81,2
484.10,593.24,2
475.83,602.94,2
469.25,191.79,0
472.47,206.56,0
496.26,197.08,0
475.44,207.68,0
465.98,199.79,0
490.08,202.63,0
462.82,196.81,0
482.49,208.87,0
457.92,199.97,0
465.54,194.54,0
145.26,393.40,1
156.80,412.09,1
169.40,421.62,1
175.34,375.72,1
145.58,414.20,1
158.20,363.78,1
157.66,398.83,1
158.43,387.61,1
139.36,415.04,1
160.59,420.11,1
174.05,366.11,1
149.37,377.82,1
137.84,409.72,1
141.57,369.79,1
158.59,373.61,1
162.26,364.57,1
170.28,405.06,1
156.88,419.31,1
171.04,406.11,1
179.44,380.18,1
171.53,370.55,1
491.02,559.31,2
481.69,555.93,2
504.38,570.40,2
483.78,565.23,2
510.47,573.81,2
506.69,566.72,2
496.25,557.48,2
490.17,562.40,2
496.88,567.64,2
497.73,561.67,2
452.39,178.68,0
461.03,184.00,0
448.66,186.38,0
459.57,188.67,0
450.05,177.98,0
459.24,190.11,0
167.58,430.46,1
175.58,427.32,1
185.15,439.83,1
175.49,429.64,1
174.89,439.52,1
185.36,425.07,1
177.01,422.39,1
185.62,441.00,1
533.35,550.16,2
517.37,538.19,2
530.15,547.24,2
508.85,541.88,2
505.87,550.34,2
510.49,536.38,2
405.22,188.08,0
401.16,181.21,0
422.46,188.72,0
425.96,179.58,0
406.16,195.33,0
429.58,178.39,0
405.10,176.43,0
407.52,191.50,0
435.63,173.82,0
435.45,184.75,0
402.91,192.72,0
446.43,178.89,0
426.17,189.56,0
399.85,187.98,0
426.97,179.53,0
181.27,480.10,1
202.17,472.85,1
208.97,450.07,1
175.97,447.92,1
169.98,465.41,1
185.53,478.42,1
185.05,446.67,1
185.52,478.85,1
204.57,442.74,1
171.14,444.23,1
543.96,506.55,2
550.53,509.58,2
533.11,533.34,2
551.43,540.09,2
575.56,521.37,2
527.67,527.58,2
543.08,505.23,2
553.05,526.40,2
542.34,498.59,2
565.29,486.28,2
565.30,506.70,2
576.82,498.11,2
537.72,498.89,2
553.57,534.36,2
547.43,495.91,2
530.93,504.73,2
572.55,500.35,2
575.91,515.02,2
550.18,506.50,2
551.16,505.13,2
530.73,522.55,2
374.98,201.10,0
379.99,161.94,0
373.52,161.85,0
368.96,209.23,0
360.33,176.62,0
391.34,175.29,0
395.17,188.97,0
379.54,164.35,0
376.32,183.08,0
219.83,502.62,1
213.51,466.02,1
201.97,478.79,1
199.55,504.48,1
217.46,510.11,1
212.01,492.61,1
220.70,500.99,1
232.35,479.24,1
545.18,480.18,2
553.54,472.49,2
551.69,462.19,2
545.83,472.02,2
554.50,454.58,2
537.16,466.73,2
547.13,458.91,2
559.62,470.48,2
535.74,474.36,2
543.03,454.96,2
564.48,474.93,2
346.69,195.60,0
339.63,184.07,0
355.06,194.14,0
350.13,187.86,0
354.21,178.86,0
335.64,182.04,0
343.11,175.82,0
240.86,494.77,1
238.27,487.55,1
250.50,517.32,1
225.18,513.41,1
243.93,499.19,1
250.83,508.87,1
237.57,506.12,1
228.59,507.02,1
235.73,491.55,1
235.60,518.80,1
240.61,493.21,1
248.99,513.58,1
245.51,496.39,1
580.94,453.94,2
591.89,457.56,2
578.62,462.92,2
579.34,475.76,2
566.68,453.14,2
589.35,443.83,2
562.19,456.25,2
550.44,436.70,2
554.90,437.24,2
566.72,464.31,2
572.50,465.76,2
564.54,437.24,2
333.65,189.50,0
311.56,191.42,0
323.05,187.44,0
343.49,204.24,0
331.07,200.62,0
313.92,186.78,0
329.41,210.66,0
320.97,189.80,0
254.16,531.57,1
241.55,524.89,1
260.20,528.57,1
261.55,541.35,1
251.04,542.45,1
257.43,543.57,1
246.50,529.61,1
251.21,525.89,1
243.95,527.35,1
574.51,419.41,2
576.50,431.47,2
575.81,429.77,2
582.07,425.85,2
570.28,427.73,2
578.44,422.20,2
290.80,221.33,0
291.15,214.28,0
294.82,209.93,0
301.09,226.81,0
303.19,227.99,0
297.34,219.69,0
282.10,549.88,1
266.83,535.40,1
286.78,544.64,1
264.86,527.12,1
286.00,555.14,1
257.43,547.72,1
283.76,543.70,1
294.50,529.35,1
284.52,525.59,1
283.86,562.91,1
274.44,519.13,1
275.57,564.09,1
303.49,524.91,1
272.28,527.56,1
278.70,541.63,1
297.33,527.57,1
262.48,546.93,1
287.62,547.40,1
272.42,563.14,1
563.53,412.68,2
563.58,415.04,2
575.46,405.25,2
582.92,417.04,2
577.90,392.88,2
562.19,411.75,2
558.13,395.57,2
568.66,409.29,2
581.48,408.48,2
568.38,397.26,2
549.33,385.10,2
566.82,424.30,2
560.44,417.85,2
586.52,410.79,2
556.10,402.99,2
556.58,394.99,2
582.87,388.35,2
567.12,401.20,2
584.26,377.11,2
291.13,237.49,0
292.23,242.95,0
257.61,228.60,0
295.08,230.48,0
292.20,253.21,0
279.53,219.85,0
272.49,218.22,0
286.74,231.54,0
254.87,233.65,0
250.82,240.98,0
269.12,227.91,0
309.86,548.78,1
313.09,549.52,1
310.13,568.22,1
305.31,568.97,1
291.92,562.70,1
300.26,561.44,1
568.26,350.33,2
571.33,346.01,2
567.92,359.56,2
578.69,355.09,2
558.47,372.82,2
549.18,355.71,2
579.93,366.81,2
575.63,350.87,2
580.30,348.60,2
551.88,360.53,2
349.94,554.37,1
331.13,569.63,1
359.34,566.04,1
365.41,548.46,1
318.51,569.08,1
368.33,555.33,1
342.06,532.90,1
338.16,579.67,1
351.11,549.73,1
321.28,557.27,1
331.37,577.33,1
577.04,344.78,2
565.44,333.51,2
559.30,340.45,2
566.43,327.33,2
571.63,339.17,2
563.46,337.63,2
572.22,336.91,2
562.50,340.81,2
559.79,323.11,2
554.53,336.20,2
545.50,334.43,2
261.03,280.94,0
263.06,263.41,0
245.15,295.67,0
222.92,290.02,0
232.58,277.90,0
222.82,286.55,0
224.55,279.56,0
222.49,263.47,0
212.61,282.18,0
223.17,278.17,0
263.05,276.90,0
260.12,259.56,0
249.18,280.83,0
219.32,264.07,0
223.67,283.48,0
238.23,289.64,0
238.53,314.70,0
241.39,307.07,0
236.80,313.46,0
235.61,311.39,0
240.35,306.08,0
241.67,305.94,0
218.14,311.63,0
230.22,308.58,0
219.82,302.67,0
389.33,566.08,1
393.31,559.08,1
392.00,556.56,1
374.45,572.58,1
373.41,565.21,1
392.81,576.79,1
387.16,566.92,1
373.71,574.55,1
377.32,557.80,1
512.85,289.07,2
560.72,278.29,2
535.91,274.57,2
517.07,265.15,2
552.94,300.59,2
548.38,286.29,2
541.21,306.27,2
555.64,272.81,2
529.10,263.44,2
513.23,281.68,2
522.51,270.55,2
534.37,305.57,2
537.25,307.63,2
551.57,283.27,2
213.76,330.52,0
208.18,337.15,0
223.82,330.46,0
230.67,324.08,0
215.73,331.30,0
220.01,317.49,0
236.68,347.57,0
232.90,320.62,0
236.56,331.73,0
206.12,332.60,0
416.42,562.44,1
426.47,554.96,1
421.27,564.99,1
427.01,546.20,1
434.08,551.03,1
493.78,277.93,2
505.61,284.94,2
498.25,274.07,2
505.50,276.80,2
214.34,349.55,0
214.97,354.37,0
217.75,348.74,0
226.66,369.86,0
228.94,358.72,0
230.30,368.27,0
228.63,355.12,0
224.91,353.83,0
440.51,539.42,1
446.50,536.51,1
427.76,543.17,1
462.69,544.48,1
427.30,538.66,1
450.14,542.10,1
443.45,535.45,1
458.84,549.54,1
462.99,263.93,2
501.87,253.37,2
501.58,242.64,2
507.03,257.63,2
495.13,242.51,2
484.60,254.08,2
485.21,274.04,2
487.61,277.92,2
493.03,238.64,2
496.40,266.18,2
460.75,256.51,2
462.94,264.77,2
493.19,273.23,2
463.75,240.11,2
476.33,236.65,2
495.97,267.19,2
229.55,374.23,0
216.30,396.18,0
231.54,366.95,0
251.91,386.57,0
214.07,390.48,0
239.58,387.83,0
220.55,380.77,0
246.98,369.34,0
209.59,373.91,0
461.58,525.44,1
471.87,542.90,1
481.93,521.48,1
476.27,542.19,1
476.06,534.18,1
465.32,535.46,1
467.12,517.47,1
472.22,526.15,1
463.30,535.79,1
466.58,516.20,1
471.01,502.73,1
475.09,514.49,1
481.42,514.73,1
497.32,501.79,1
490.03,484.53,1
472.93,497.36,1
488.71,482.94,1
461.99,501.28,1
474.52,488.69,1
473.32,503.86,1
430.65,234.11,2
443.06,235.38,2
438.89,230.58,2
452.12,244.21,2
462.37,238.19,2
447.63,251.31,2
448.11,229.24,2
254.44,432.03,0
253.69,415.87,0
245.17,419.82,0
252.80,407.67,0
246.69,424.07,0
252.06,429.39,0
425.40,243.77,2
408.45,246.06,2
400.11,233.73,2
406.19,233.51,2
422.53,226.67,2
415.79,237.04,2
419.75,251.52,2
405.69,234.03,2
428.15,239.05,2
405.14,227.89,2
421.46,239.52,2
422.76,228.14,2
265.48,448.64,0
245.83,453.56,0
265.29,451.70,0
254.60,461.80,0
258.27,461.40,0
507.38,445.94,1
513.59,454.39,1
528.27,449.02,1
526.22,464.62,1
528.81,467.56,1
534.12,460.28,1
491.33,477.42,1
500.53,472.63,1
502.75,445.31,1
401.21,247.28,2
396.12,231.85,2
381.23,247.20,2
383.69,249.90,2
380.15,251.31,2
384.72,243.30,2
384.82,232.33,2
395.59,239.71,2
265.21,445.42,0
271.60,472.26,0
277.18,449.53,0
250.84,464.44,0
271.20,447.49,0
263.59,476.20,0
282.73,476.54,0
271.40,444.11,0
260.35,475.16,0
264.59,466.33,0
282.95,454.91,0
264.54,458.42,0
361.78,236.39,2
367.78,263.57,2
351.71,257.69,2
378.28,251.28,2
363.57,264.96,2
360.82,239.47,2
361.89,237.95,2
359.56,261.60,2
350.46,250.95,2
373.08,254.68,2
512.97,409.16,1
530.50,424.57,1
515.59,412.86,1
521.62,418.50,1
508.24,424.66,1
524.26,422.84,1
521.68,433.73,1
515.71,419.58,1
342.33,259.15,2
338.81,263.99,2
348.60,251.11,2
343.03,248.93,2
345.19,249.06,2
354.08,274.15,2
290.40,504.81,0
289.01,496.75,0
295.32,491.39,0
290.21,496.83,0
308.05,488.56,0
301.75,495.15,0
308.29,493.47,0
309.42,500.77,0
289.12,496.52,0
313.21,500.71,0
523.03,398.27,1
514.52,390.75,1
509.07,392.79,1
504.25,403.01,1
519.66,398.98,1
523.32,403.58,1
514.63,395.89,1
337.23,487.17,0
328.25,501.13,0
336.67,490.83,0
334.95,487.47,0
328.71,503.42,0
320.88,487.13,0
505.64,376.87,1
510.19,376.91,1
495.22,376.96,1
509.04,366.78,1
502.12,368.13,1
526.37,386.16,1
507.20,378.93,1
527.06,376.55,1
514.18,392.84,1
521.70,383.38,1
510.19,387.51,1
512.73,388.96,1
513.41,386.10,1
525.64,377.86,1
324.87,284.63,2
310.86,281.39,2
303.84,276.42,2
298.61,283.51,2
310.48,278.36,2
320.02,269.84,2
321.88,287.68,2
312.85,294.29,2
305.03,278.95,2
308.08,278.98,2
301.59,266.98,2
334.69,478.78,0
362.92,491.92,0
336.85,484.32,0
365.03,490.13,0
349.82,483.57,0
365.22,483.91,0
364.96,495.39,0
353.51,503.45,0
495.58,360.71,1
499.36,352.62,1
510.76,358.16,1
501.56,359.10,1
500.81,362.47,1
506.14,351.96,1
503.50,360.84,1
284.81,283.48,2
282.88,277.10,2
294.97,297.92,2
282.00,291.58,2
274.08,291.58,2
279.15,300.73,2
296.75,293.72,2
298.65,270.28,2
291.08,275.42,2
293.01,298.27,2
292.89,283.85,2
273.97,294.04,2
499.09,339.17,1
494.70,350.37,1
502.99,323.85,1
494.68,336.60,1
523.36,346.88,1
504.83,325.97,1
491.82,331.15,1
377.84,501.12,0
384.42,489.39,0
397.18,500.99,0
388.67,506.99,0
381.21,510.38,0
371.80,505.70,0
374.21,505.01,0
379.16,482.67,0
285.30,322.77,2
274.19,323.16,2
305.46,325.20,2
279.07,344.30,2
280.19,330.79,2
283.15,344.05,2
304.92,317.75,2
286.82,341.44,2
301.81,333.56,2
275.71,338.93,2
271.31,343.70,2
282.73,308.18,2
275.32,333.66,2
408.87,515.88,0
403.68,502.23,0
411.94,489.74,0
390.47,510.37,0
406.09,496.46,0
402.51,495.49,0
417.94,501.91,0
490.13,302.62,1
488.44,306.04,1
483.52,323.34,1
474.70,292.03,1
478.74,314.72,1
458.45,294.47,1
461.58,294.48,1
473.61,308.00,1
466.01,323.83,1
472.88,298.35,1
473.95,320.00,1
454.09,312.99,1
470.96,321.71,1
463.28,318.31,1
411.11,488.54,0
416.74,459.97,0
409.55,482.93,0
420.00,460.68,0
414.26,484.86,0
426.89,474.95,0
418.70,476.13,0
424.34,469.97,0
427.15,464.11,0
419.31,496.75,0
417.87,477.36,0
292.57,370.65,2
276.92,372.19,2
274.08,355.56,2
273.05,379.23,2
290.03,357.69,2
287.58,363.78,2
280.59,352.89,2
269.13,360.77,2
282.37,360.19,2
288.24,356.09,2
287.95,356.00,2
282.61,375.43,2
440.96,479.36,0
443.39,491.48,0
435.03,480.76,0
432.58,488.77,0
436.54,492.07,0
447.54,492.26,0
444.73,495.02,0
437.53,480.59,0
452.54,303.58,1
452.22,293.86,1
432.35,293.45,1
430.71,305.34,1
450.26,287.96,1
452.80,304.90,1
440.23,301.03,1
441.09,467.01,0
431.39,461.51,0
447.26,469.62,0
443.76,459.20,0
457.81,473.14,0
443.77,452.35,0
445.01,481.46,0
455.96,474.64,0
438.65,476.30,0
413.91,295.71,1
423.15,297.53,1
424.73,299.27,1
417.76,292.71,1
274.01,407.20,2
274.23,387.68,2
278.40,403.14,2
270.10,401.34,2
408.61,295.40,1
404.47,290.95,1
412.13,282.74,1
401.09,288.93,1
416.16,298.33,1
399.38,291.43,1
448.76,445.12,0
480.10,446.79,0
468.77,429.84,0
474.16,439.45,0
479.70,440.35,0
466.39,439.59,0
462.52,425.69,0
453.78,433.68,0
453.92,452.04,0
463.47,455.82,0
269.98,427.12,2
296.43,417.14,2
280.42,410.54,2
275.60,436.83,2
282.46,416.93,2
281.19,413.81,2
288.10,412.54,2
293.90,432.82,2
281.19,408.10,2
271.67,417.86,2
268.26,418.08,2
269.79,419.12,2
382.35,285.12,1
379.49,299.93,1
367.69,288.81,1
367.59,286.67,1
391.99,288.57,1
377.65,300.96,1
