Patrones: PayasoLanderANN
Salidas: GiroD, Nula, GiroI, ImpGiroD, Impulso, ImpGiroI
Entradas: Px, Py, Vx, Vy, Ang, Vv
-67.630252,-62.365362,56.684677,8.965133,-100,0,1
-62.200983,-61.364611,55.001416,15.639696,-100,0,4
-54.177182,-59.931188,69.073986,14.286272,-99.962154,0,5
-49.020324,-59.188372,73.928775,14.456439,-87.674376,0,2
-45.936229,-58.652291,71.733016,17.765596,-74.066932,0,1
-37.244261,-56.437458,65.529347,27.088368,-49.069473,0,2
-36.304911,-56.159749,66.037989,25.839862,-45.768040,0,5
-30.632550,-54.799532,66.602542,17.722583,-16.330876,0,4
-27.840539,-54.294403,65.120821,16.003123,-3.755958,0,1
-16.658648,-51.042414,57.144890,29.432865,22.402011,0,2
-13.520152,-49.708132,53.954050,30.886093,36.585473,0,5
-5.081072,-45.394594,15.998478,20.906063,100,0,4
-4.858356,-45.161447,15.838493,21.944580,100,0,1
-4.198839,-44.390921,15.368074,25.024201,100,0,0
-3.556919,-43.520550,14.911627,28.024324,100,0,1
-1.941858,-40.754368,13.759624,35.566500,100,0,2
-1.780368,-40.379337,11.455741,35.210835,100,0,5
-1.487005,-39.271178,4.649292,34.165038,100,0,3
-2.239356,-36.181765,-13.647303,29.861349,81.040988,0,5
-2.461038,-35.864798,-15.365805,29.078473,77.393150,0,3
-2.676019,-35.544025,-15.212147,30.041523,73.255056,0,0
-5.464091,-30.049790,-12.675105,40.116649,-20.697731,0,3
-6.226003,-27.438475,-2.724585,31.778524,-79.143764,0,4
-6.087986,-26.131020,5.630466,30.025625,-100,0,5
-4.741652,-23.963105,17.770196,29.098510,-93.281529,0,2
-3.518681,-22.250399,16.899280,33.840265,-71.560521,0,1
-1.471552,-18.565063,15.437784,41.770087,-45.673052,0,2
-1.239870,-18.133482,16.361427,40.339072,-42.344270,0,5
1.628340,-14.459404,17.150258,23.617605,22.147103,0,4
3.179737,-12.527250,2.801434,11.378401,61.080688,0,3
2.909982,-11.922725,-5.478999,7.062236,44.919494,0,0
2.682263,-11.621127,-5.316267,10.577202,30.180443,0,1
2.035674,-10.088760,-4.965916,18.009781,4.132931,0,4
1.689980,-9.325596,-4.763335,13.499291,-2.605729,0,1
0.533614,-4.461718,-3.646290,30.490622,-11.009183,0,4
80.718954,-65.061728,0,0,0,0,1
80.718954,-65.048075,0,1.266198,0.940408,0,2
80.714355,-64.889237,-0.322493,3.656303,12.202239,0,5
71.368625,-66.417038,-47.873563,-5.465863,100,0,5
65.963885,-66.810319,-59.404520,-5.094541,100,0,4
64.216189,-66.917604,-62.548988,-4.993160,100,0,3
54.218705,-67.425797,-74.889835,-3.738999,85.849577,0,0
52.138453,-67.464421,-73.399528,-1.175099,77.230512,0,1
49.084400,-67.421358,-71.219488,2.588498,66.331914,0,0
42.305265,-66.866658,-66.381217,10.942927,27.626069,0,1
35.982705,-65.736773,-61.885716,16.237287,0.538487,0,4
29.355001,-64.851116,-55.740798,7.849010,-13.613403,0,1
24.793249,-64.114322,-51.992129,12.269997,-18.617351,0,4
24.071722,-63.997192,-50.946852,10.946313,-20.111497,0,3
18.936889,-63.497689,-41.082891,4.038208,-54.389699,0,0
18.360895,-63.441468,-40.672063,5.254299,-59.712301,0,1
8.952599,-60.358639,-31.765186,23.927031,-100,0,4
6.420905,-58.153264,-12.373278,23.114569,-100,0,1
5.737408,-57.055453,-11.885722,27.154552,-99.267173,0,2
4.450169,-54.360651,-10.967487,34.763343,-69.847327,0,1
2.995624,-50.148294,-8.852792,41.212834,-42.527452,0,4
2.548403,-47.798117,-3.530002,34.947104,-35.664639,0,1
1.488029,-36.128283,-2.773446,54.378314,-27.596495,0,2
1.295393,-33.071171,-2.637519,57.940315,-12.514364,0,1
1.116549,-29.929459,-2.484690,58.678919,-0.895643,0,3
0.960716,-27.078514,-1.846521,49.653192,-8.070095,0,4
0.916734,-26.047995,-1.550097,48.699133,-11.843491,0,1
0.678449,-19.197011,-0.758222,54.993039,-23.431793,0,4
0.699498,-17.544514,1.115175,49.867270,-23.731410,0,5
0.833767,-15.589671,2.976601,43.139037,-14.541939,0,4
1.369106,-11.907823,3.881007,29.571274,0.844216,0,1
1.787906,-9.037853,3.434723,34.485287,5.541577,0,4
2.048586,-6.923743,1.976289,23.651263,8.335156,0,5
2.109330,-6.068594,0.384438,17.901836,19.218827,0,4
2.073902,-5.580128,-1.482056,13.867645,25.579652,0,3
1.847699,-5.019361,-3.826975,9.857803,18.916050,0,1
1.236558,-2.851024,-3.529288,20.480348,5.180533,0,4
0.972782,-1.958890,-3.761557,15.851088,2.963554,0,1
-79.248366,-85.061728,0,0,0,0,1
-79.248366,-79.016406,0,33.628853,0,0,1
-50.653595,-84.198694,0,57.579027,0,0,1
-50.653595,-62.634751,0,75.294015,0,0,1
-26.960784,-62.015425,0,88.398250,0,0,1
2.287582,-58.845743,0,98.367945,0,0,1
57.189542,-81.693812,0,100,0,0,1
73.529412,-79.917931,0,100,0,0,1
73.529412,-47.816148,0,100,0,0,1
35.130719,-61.755457,0,97.743640,0,0,4
35.130355,-52.562246,-0.025364,76.367377,0.951076,0,5
33.735546,-41.553097,-16.634106,50.353837,95.004919,0,4
31.305196,-37.929510,-30.290869,46.933067,100,0,3
24.973697,-32.813014,-48.070250,39.540981,69.614884,0,4
21.361750,-30.882784,-52.761891,33.687145,51.476920,0,3
18.294768,-29.583267,-54.689720,28.271097,32.594669,0,4
10.584536,-27.404743,-53.172782,13.906102,4.200640,0,3
-0.343315,-26.771340,-22.439307,-1.387849,-100,0,4
-1.093158,-26.814938,-15.318813,-1.346628,-100,0,5
-1.459854,-26.829969,-12.846982,-0.063922,-100,0,2
-2.682505,-26.466138,-11.974227,8.469514,-87.636087,0,1
-3.181087,-26.119576,-11.618581,11.949333,-79.376768,0,2
-3.980617,-25.298705,-11.049154,17.530685,-56.597611,0,1
-4.270866,-24.913445,-9.600791,17.473962,-48.560719,0,4
-4.577508,-24.428201,-6.111988,13.954111,-40.194577,0,3
-4.788438,-23.765335,-0.598367,9.453610,-48.908725,0,0
-4.796771,-23.652589,-0.592383,10.607217,-51.911694,0,1
-4.853241,-22.518994,-0.552140,18.429539,-65.190130,0,2
-4.871416,-21.384859,0.857332,21.558161,-54.908472,0,5
-4.795383,-20.962291,3.282792,19.285729,-47.245960,0,4
-4.466686,-20.265900,7.179350,14.435064,-36.851227,0,3
-3.948913,-19.750920,9.715623,11.982915,-40.682366,0,0
-3.813796,-19.611780,9.618466,13.109420,-42.665910,0,1
-3.152898,-18.732215,9.147066,18.624713,-49.109542,0,2
-1.926682,-16.128155,8.272442,28.856861,-13.189318,0,1
-1.360197,-14.457465,7.727809,31.107387,5.326494,0,4
-0.742218,-12.555130,5.178908,23.114872,19.255182,0,1
0.325450,-7.203623,3.641466,35.950931,29.658627,0,4
0.394520,-6.482198,2.046642,32.973008,29.192948,0,3
0.389767,-4.698175,-1.081388,24.023607,10.590399,0,4
0.251331,-3.055953,-0.629144,13.653992,-10.335563,0,1
0.326797,-83.950617,0,0,0,0,1
0.326797,-77.899087,0,33.630415,0,0,1
0.326797,-62.943796,0,57.574189,0,0,1
-26.797386,-69.485452,0,75.298392,0,0,1
43.627451,-64.039554,0,88.768857,0,0,1
67.156863,-62.630920,0,98.372187,0,0,1
-70.588235,-60.786590,0,100,0,0,1
-42.647059,-61.941410,0,97.744055,0,0,4
-42.646723,-42.475582,0.023880,46.386809,-0.913615,0,3
-42.608626,-40.264992,1.160334,38.023300,-15.550957,0,4
-36.985039,-34.727742,26.143328,0.704702,-44.918063,0,4
-20.503471,-38.943556,48.983693,-23.672515,-46.162892,0,1
-13.319628,-40.709150,43.856974,-8.050634,-45.259926,0,2
-5.797699,-40.604403,37.983866,5.860085,19.192643,0,5
-0.628984,-40.578246,6.173230,-1.062179,100,0,3
-0.759241,-40.644105,-6.927114,-1.000020,100,0,4
-0.857229,-40.641107,-6.857842,0.277686,100,0,1
-1.510333,-40.249336,-6.391957,8.782941,99.202852,0,0
-2.916941,-36.840022,-5.388057,27.125836,6.272836,0,1
-3.208982,-35.601207,-4.778420,28.526320,-15.162647,0,4
-3.424782,-34.064780,-1.225090,22.479876,-34.329127,0,1
-3.525301,-32.393469,-1.153398,28.517809,-43.579852,0,2
-3.542275,-31.776075,-0.063223,28.154691,-41.497738,0,5
-3.359598,-30.487730,4.014147,21.333903,-24.853743,0,4
-3.231807,-30.050013,4.489576,20.984504,-18.476176,0,1
-2.461472,-26.178175,3.892200,31.283938,1.798157,0,4
-2.256650,-24.980586,3.500344,27.626553,4.169566,0,1
-1.658223,-20.245632,2.872210,37.120535,7.553156,0,4
-1.461931,-17.915261,1.475271,28.631237,8.154045,0,1
-1.360460,-16.227937,1.402968,33.392347,7.443734,0,0
-1.322512,-15.510612,1.289650,32.701520,3.224317,0,3
-1.304817,-15.177970,1.250748,31.119448,0.989250,0,4
-1.249313,-14.248837,1.313822,28.990735,-4.482819,0,1
-1.155440,-12.577713,1.524405,31.210531,-10.470388,0,4
-0.885670,-10.666235,3.408532,23.198551,-14.996203,0,1
-0.251723,-6.115171,3.437222,34.176873,-18.192202,0,4
0.569208,-3.314157,7.261618,21.847241,-18.810193,0,1
0.653595,-84.567901,0,0,0,0,1
0.653595,-78.523258,0,33.627521,0,0,1
0.653595,-63.564015,0,57.577975,0,0,1
47.549020,-66.949969,0,75.796477,0,0,1
-46.241830,-70.787696,0,88.770400,0,0,1
-2.450980,-78.229954,0,98.638719,0,0,1
-2.450980,-65.438514,0,97.736365,0,0,4
-2.450980,-44.179467,0,39.602605,0,0,4
-2.450980,-40.620334,0,24.820322,0,0,1
-2.450980,-28.116118,0,48.564325,0,0,4
-2.450980,-20.467555,0,8.355812,0,0,1
-2.450980,-17.688891,0,24.768490,-0.921912,0,0
-2.450980,-16.519831,0,28.751869,-11.244034,0,1
-2.445016,-15.902164,0.421692,28.197985,-16.120651,0,4
-2.186764,-14.223200,4.447464,18.243271,-26.079507,0,5
-2.124687,-14.017486,4.402990,19.311695,-25.327954,0,2
-1.822146,-12.815908,4.187199,24.522903,-11.288062,0,1
-1.158528,-8.876998,3.442460,33.500493,10.145280,0,4
-0.978539,-5.838570,-1.118075,15.740472,15.268534,0,3
-1.110728,-5.217878,-2.088095,8.867075,1.598699,0,4
-1.140189,-5.109738,-2.067214,10.042831,-1.348962,0,1
-1.197939,-4.857455,-2.026077,12.346758,-7.305250,0,0
-1.309793,-4.209518,-1.946241,16.808100,-24.971885,0,1
-1.326448,-4.043847,-1.177310,15.499355,-28.951544,0,4
-1.300503,-3.625833,1.559380,11.813811,-37.742740,0,5
-0.800798,-3.066133,6.713991,5.983147,-25.683687,0,2
-0.706660,-2.989303,6.646851,7.179864,-22.185636,0,1
0.099761,-1.770614,6.148841,14.906027,-2.920316,0,4
-53.104575,-55.432099,23.987355,-13.727523,-21.688945,0,1
-44.099269,-53.275253,17.566021,23.580706,5.493479,0,1
-40.865412,-48.663416,15.117051,34.440050,5.372948,0,3
-37.867221,-45.321958,20.653172,16.430210,-57.933903,0,4
-33.736516,-43.938593,36.653801,11.128438,-93.497330,0,5
-25.861699,-42.842149,51.488667,6.672326,-50.135684,0,2
-23.021797,-42.431416,49.459808,11.352267,-23.225948,0,1
-17.346161,-40.970249,45.206445,17.063285,10.945116,0,4
-13.505773,-40.144812,39.104811,8.267973,21.799419,0,3
-10.429122,-39.872978,34.684377,3.156172,7.877409,0,1
-6.675386,-39.142766,32.004825,12.611851,-7.585981,0,2
-5.341508,-38.692753,31.146141,13.458232,-3.493860,0,5
-0.152282,-38.058681,15.543130,-0.355393,84.799586,0,2
0.066879,-38.048869,15.387698,0.911796,91.860478,0,1
1.931390,-37.377032,14.056928,11.692026,100,0,2
2.678189,-36.768319,11.326558,14.932456,100,0,3
2.831806,-35.453417,-3.969009,15.331401,86.023624,0,0
2.749468,-35.189944,-3.890026,16.891803,80.211592,0,1
2.327845,-33.330777,-3.589501,25.287353,59.826776,0,0
2.081219,-31.819110,-3.413580,30.204911,39.202730,0,1
1.837811,-30.076332,-3.850993,32.436242,23.083469,0,4
1.301351,-28.070406,-6.034626,24.445081,10.962555,0,1
-0.203052,-68.299998,58.626891,-27.649388,37.609697,0,1
2.242757,-69.087937,56.885613,-23.102046,40.214225,0,2
7.641478,-70.399949,51.394532,-14.919996,67.201190,0,5
13.703574,-72.349615,24.004098,-13.337142,100,0,2
22.466517,-70.335800,17.755840,22.840549,100,0,2
22.930411,-69.828148,15.217084,23.622654,100,0,5
18.914893,-64.462769,-34.670192,18.559805,100,0,4
17.889759,-64.059291,-36.122423,19.446448,100,0,1
14.449204,-62.290827,-33.668459,26.661187,100,0,0
10.579170,-59.436727,-31.067391,34.932994,82.880467,0,1
7.836358,-56.786195,-28.956839,40.508471,67.803804,0,0
5.849424,-54.487633,-27.537666,44.672315,47.297745,0,1
2.857747,-50.384777,-26.055859,48.514195,24.964721,0,4
2.483478,-49.883401,-26.425473,46.852756,24.202959,0,5
0.926801,-48.048573,-28.125202,40.437022,29.325105,0,4
-0.747753,-46.480655,-30.347749,34.481265,33.924554,0,3
-2.999172,-44.868546,-32.509105,27.191512,23.515148,0,4
-3.455056,-44.566992,-32.184014,28.176333,21.056779,0,1
38.312224,-42.752920,-18.453278,80.495494,-53.538820,0,4
37.201179,-37.953973,-9.282551,70.866889,-56.222154,0,5
36.872381,-35.091542,-3.866411,64.517584,-47.322151,0,4
36.814692,-32.504765,0.461680,57.959079,-38.348720,0,5
37.120825,-28.672925,4.125304,45.986090,-5.683993,0,4
36.816844,-22.178375,-8.335742,15.092714,34.845822,0,3
36.243092,-21.667303,-11.066616,10.035665,26.265865,0,4
30.179200,-24.464955,-14.884821,-24.824632,4.748639,0,4
27.888545,-28.075640,-14.542668,-35.354410,5.020189,0,5
23.497319,-35.147242,-28.513209,-43.472574,91.137309,0,4
22.640904,-36.052387,-30.050491,-41.403604,100,0,1
18.970018,-39.267139,-29.627721,-28.223012,100,0,4
17.552632,-40.155083,-35.211048,-27.384760,100,0,3
13.759207,-41.979712,-43.410940,-24.374625,83.364499,0,0
12.856221,-42.339500,-42.547062,-22.019073,77.110597,0,1
9.932699,-43.283658,-40.461833,-14.782175,61.297902,0,0
6.077056,-43.978585,-37.713072,-5.238227,25.303425,0,1
3.483402,-44.078408,-35.997735,-1.333576,5.053032,0,4
1.006920,-44.320129,-34.071473,-4.890084,-6.925245,0,1
75.932748,-51.819293,44.277312,-22.985094,-9.403794,0,2
78.378868,-52.671520,42.748890,-19.637893,-8.229456,0,5
87.537589,-62.012843,-10.034326,-27.060926,100,0,5
87.196265,-62.569887,-11.989479,-25.265978,100,0,2
85.741633,-64.296104,-10.952596,-12.207677,100,0,1
84.770993,-64.787071,-10.311652,-3.520151,100,0,2
82.789306,-63.860810,-11.044506,12.752647,100,0,5
65.721756,-60.344496,-64.813996,9.433140,100,0,5
63.816098,-60.145126,-67.866094,9.245421,100,0,4
58.733157,-59.652359,-73.029838,10.041916,100,0,1
52.719833,-58.750037,-69.853061,16.166052,100,0,4
51.714054,-58.579512,-71.321601,16.004391,100,0,3
44.085266,-57.447805,-80.717437,14.060585,85.894512,0,4
41.768307,-57.143908,-81.001732,14.696054,80.358068,0,1
37.306763,-56.399992,-77.809941,19.053739,71.381851,0,0
28.877944,-54.367499,-71.798710,27.290621,32.178539,0,1
25.894704,-53.430973,-69.666217,30.203858,17.915746,0,0
19.710125,-51.074682,-65.589360,36.410584,-21.849804,0,1
16.559637,-49.668804,-62.045327,37.014572,-37.700601,0,4
6.984343,-45.480582,-35.768594,21.208243,-64.065041,0,5
4.475116,-44.340528,-25.496986,15.126114,-48.372434,0,4
3.332800,-43.819441,-22.537876,14.586726,-38.758672,0,1
66.830065,-21.604938,52.197760,-64.257677,66.978020,0,1
73.445842,-27.148772,45.817878,-48.778068,55.564989,0,4
75.788817,-29.277786,38.675991,-50.252190,54.212343,0,5
77.296667,-30.884096,34.775722,-49.126884,60.449551,0,2
83.262559,-36.083642,29.427996,-28.356482,100,0,5
85.651305,-39.749147,1.346300,-23.627048,100,0,2
85.933008,-41.724952,-1.052573,-0.194020,100,0,5
75.971080,-41.771431,-50.267607,-0.150911,100,0,4
71.651042,-41.779994,-58.993750,-0.142079,100,0,3
60.000867,-41.885276,-75.151878,-2.694403,68.808097,0,4
58.956539,-41.900358,-74.400359,-1.422105,64.589083,0,1
48.029505,-41.224585,-67.588735,9.574273,38.318181,0,4
43.174265,-40.904003,-68.676909,3.770345,33.053708,0,3
36.392645,-40.976745,-67.496920,-4.595687,6.768844,0,4
35.444557,-41.012024,-66.821951,-3.290920,2.710119,0,1
27.356997,-40.751138,-60.534061,5.405397,-19.598192,0,4
20.752617,-40.783990,-50.596395,-4.661423,-25.899569,0,5
19.711502,-40.879459,-48.629222,-6.322369,-24.352469,0,4
13.601752,-42.179129,-39.337674,-14.695045,-19.413899,0,0
8.832670,-42.936145,-35.935644,-2.558283,-53.985397,0,1
3.850126,-42.455007,-29.596884,7.917285,-83.960530,0,4
3.649422,-42.413946,-28.327976,7.670520,-84.509085,0,5
1.509810,-41.948512,-12.294419,3.245384,-64.321658,0,4
1.337433,-41.900687,-12.171474,4.469441,-60.853501,0,1
42.156842,-18.256673,68.395038,64.988310,-100,0,4
48.943590,-13.917220,77.509721,60.573352,-100,0,5
37.044660,-23.307526,38.072766,13.977918,100,0,4
39.852531,-22.286912,22.889607,14.289217,100,0,1
40.141705,-22.136085,20.492205,14.146325,100,0,4
40.629988,-20.038404,-12.838912,12.162258,99.807549,0,3
36.045761,-18.771795,-32.198577,4.347443,40.622686,0,4
30.334063,-19.200025,-33.092234,-9.882769,1.164475,0,3
28.528091,-19.745065,-30.931816,-14.397604,-14.379776,0,4
23.498435,-23.574092,-13.346054,-28.446525,-42.631393,0,5
22.407170,-26.669127,-6.261189,-33.307019,-9.259297,0,2
21.796628,-28.721584,-6.840827,-24.827718,39.061790,0,5
21.229439,-29.846097,-12.244750,-26.954434,69.930733,0,4
20.275742,-31.013834,-19.458245,-27.149803,91.723367,0,3
15.587927,-34.125087,-36.508257,-25.241716,71.546850,0,1
11.611155,-35.740392,-34.942152,-15.775869,49.665583,0,4
8.422880,-36.907960,-38.464653,-18.336953,41.992804,0,1
6.036814,-37.597824,-36.948993,-12.036687,36.604957,0,0
1.345886,-38.129959,-33.168963,-1.945579,-9.405757,0,3
-1.823467,-38.694380,-22.353334,-9.316903,-68.744500,0,4
-3.223583,-39.441736,-9.289955,-8.912642,-100,0,1
-3.988040,-39.710614,-8.746309,-1.040680,-100,0,2
-4.705598,-39.497458,-8.234476,6.373276,-89.831224,0,1
-5.703554,-38.325241,-7.522336,16.684149,-75.944499,0,0
-6.389358,-36.771091,-4.879278,22.750402,-96.719719,0,3
-6.426943,-36.530209,-2.655254,22.522898,-100,0,4
-6.353353,-35.820310,3.899185,21.853946,-100,0,5
-5.418514,-34.457366,14.067272,21.618144,-91.598611,0,2
-4.832746,-33.697098,13.649460,24.707804,-79.783220,0,1
-4.078658,-32.532632,13.111616,28.685343,-66.973920,0,2
-2.152930,-28.517116,11.764263,36.334646,-0.948760,0,5
-1.835100,-27.791990,11.003851,33.145793,13.494066,0,4
-1.273097,-26.395770,7.313514,26.772295,34.837750,0,3
-0.945629,-25.056351,2.821335,21.753606,32.307442,0,0
-0.866913,-24.557579,2.765190,23.821092,26.485070,0,1
-0.395072,-20.318265,2.217046,33.788218,7.972199,0,4
-0.246858,-18.227270,1.139659,25.500292,4.680343,0,1
-0.065901,-14.159695,0.944073,34.350750,2.490665,0,4
0.001518,-12.031686,0.539859,26.024216,2.046984,0,1
0.086809,-7.918230,0.432353,34.822637,1.754680,0,4
0.079251,-3.886320,-0.370093,9.438198,1.654616,0,1
0.038533,-2.668021,-0.385169,15.885272,1.645761,0,4
-0.018581,-1.810292,-0.609242,9.423618,1.642096,0,1
-62.581699,-29.012346,57.934661,-20.639839,-29.147582,0,1
-50.512642,-30.518562,49.328917,1.083451,-37.718782,0,2
-49.124061,-30.480718,49.219253,1.206791,-33.858498,0,5
-40.927404,-31.302671,44.112817,-12.549328,31.993509,0,4
-37.628902,-32.275182,35.712847,-15.154722,58.984834,0,1
-33.783901,-33.061708,31.143207,-6.034406,76.239436,0,4
-32.323518,-33.361015,22.641204,-7.547714,79.799196,0,3
-30.847033,-34.063324,9.670549,-11.120376,59.523844,0,4
-30.557593,-34.468509,5.475415,-13.413188,49.118112,0,3
-26.971813,-41.706896,29.059655,-26.299747,-100,0,4
-25.081631,-42.793116,34.298872,-24.001569,-100,0,1
-21.817113,-44.150635,31.968790,-13.840995,-100,0,0
-19.194177,-44.730979,30.097982,-5.678321,-100,0,1
-18.772257,-44.777681,29.797002,-4.365254,-100,0,2
-16.295726,-44.785089,30.176132,1.883031,-95.428356,0,5
-13.274483,-44.717229,37.775313,1.370792,-69.156385,0,2
-12.480202,-44.665213,37.397560,3.241436,-61.637283,0,1
-11.180029,-44.522807,36.286815,6.273575,-50.685521,0,2
-10.657840,-44.467026,37.073999,5.241507,-45.661262,0,5
-9.044830,-44.344927,37.855684,4.239845,-28.131932,0,2
-8.513428,-44.286481,37.477127,5.455465,-22.550263,0,1
-70.333827,-32.456770,-39.634986,-15.875556,100,0,0
-76.171427,-33.379743,-37.023106,-3.051670,62.838762,0,3
-83.403227,-34.760275,-36.872767,-14.127117,-35.461283,0,0
-86.882203,-35.421819,-32.253958,-5.971924,-96.287572,0,3
-85.609738,-37.069040,32.769477,-4.417433,-100,0,3
-84.600086,-37.162433,36.460949,-4.329526,-100,0,4
-82.274499,-37.343093,43.575606,-4.158925,-100,0,5
-65.746775,-38.694380,64.853613,-10.454365,-18.813499,0,1
-70.714707,-23.951773,-61.724733,53.238742,20.473771,0,4
-74.182796,-21.859108,-60.819950,46.312114,11.305666,0,3
-86.464139,-15.870826,-36.022950,24.847508,-95.764218,0,4
-89.878110,-12.879054,-7.214872,22.024456,-100,0,5
-89.922692,-11.741198,3.602072,20.596818,-92.779241,0,4
-86.059843,-9.095482,29.737268,12.378800,-76.068387,0,5
-77.876849,-8.323845,38.466107,-3.696728,9.114633,0,4
-74.265779,-8.992352,30.097006,-11.625597,39.482858,0,3
-67.997533,-13.621417,23.801429,-29.926230,-56.100237,0,4
-56.131979,-20.145658,54.486641,-25.774782,-100,0,1
-52.016546,-21.384425,53.474301,-18.773562,-100,0,4
-50.429289,-21.781085,56.741911,-18.412902,-99.433514,0,5
-34.375643,-25.577855,69.545595,-26.613408,-8.151916,0,4
-30.551899,-26.819210,66.171202,-30.468922,14.045176,0,5
-20.628488,-31.607568,40.034265,-34.807117,100,0,3
-17.951542,-33.749694,27.144903,-31.513850,99.083488,0,0
-17.222742,-34.389771,24.491476,-29.759486,94.817068,0,3
-16.341342,-35.328378,19.775484,-28.038940,83.432276,0,0
-13.690785,-37.447273,17.884593,-13.354602,20.183232,0,1
-12.465526,-37.940697,17.008070,-6.559732,-4.899331,0,0
-11.284548,-38.107472,17.047129,-2.436785,-33.870755,0,4
-9.565917,-38.450151,21.859896,-5.652580,-57.935424,0,1
-8.954543,-38.529203,21.424884,-3.033604,-62.197602,0,2
-6.082201,-38.118675,19.376281,9.272045,-33.752290,0,1
-28.645942,-39.159513,11.000704,-22.506782,-28.475260,0,1
-31.904187,-21.679365,13.752057,41.189512,-94.990727,0,4
-30.511257,-19.551306,23.580863,38.897199,-98.289097,0,5
-18.441533,-12.741931,36.148476,13.560658,40.035517,0,4
-16.241223,-12.173042,27.356160,8.983579,68.697850,0,5
-14.992921,-11.841407,18.684967,7.266245,92.753047,0,4
-14.163017,-11.466309,7.121407,6.865623,100,0,3
-15.488231,-10.740932,-17.186649,2.006325,57.672875,0,4
-17.238381,-10.828962,-22.593911,-3.947638,34.403029,0,3
-18.241438,-11.027667,-23.890334,-7.304392,20.961008,0,4
-19.610040,-11.462225,-24.178974,-11.878174,6.694490,0,3
-21.545262,-12.473009,-21.080890,-18.368229,-24.731621,0,4
-23.750335,-15.492049,-5.084219,-26.950188,-58.897233,0,5
-23.766390,-17.350682,2.946863,-30.512547,-45.833273,0,4
-23.653489,-18.001151,3.969935,-29.641594,-40.552871,0,1
-23.529424,-18.610869,4.827766,-28.898511,-36.273867,0,4
-22.763784,-20.991288,9.111232,-32.196066,-26.761759,0,1
-22.500144,-21.655315,9.602177,-31.461448,-26.017896,0,3
-21.253063,-24.248391,15.271785,-36.591242,-47.290595,0,4
-20.525520,-25.433484,17.402194,-35.995759,-56.891415,0,1
-18.616472,-27.925974,17.770318,-25.347718,-71.597020,0,4
-17.727122,-28.760637,22.440520,-26.233036,-73.690185,0,5
-16.270324,-29.899829,26.529660,-25.681017,-65.202449,0,2
-15.535223,-30.397820,26.001720,-22.686601,-58.030565,0,1
-14.095442,-31.213242,24.977148,-16.830225,-46.472461,0,2
-12.380444,-31.887646,23.753019,-9.851354,-23.551144,0,1
-8.304883,-32.017121,20.650917,4.224235,7.296594,0,3
-6.907147,-31.996313,19.354287,-2.129810,-2.943458,0,4
-6.635794,-32.005430,19.160744,-0.852039,-5.378632,0,1
-33.660131,-25.679012,29.377347,41.832600,-22.509564,0,1
-28.962614,-19.659055,27.494439,49.298320,-58.956072,0,4
-27.232120,-17.681086,32.395764,44.419055,-62.966384,0,5
-20.742963,-13.060193,40.519278,28.091164,-13.342078,0,4
-19.605352,-12.508006,39.997583,25.041938,-2.687120,0,5
-16.918951,-11.401430,35.959476,17.883640,28.989537,0,4
-14.665376,-10.636023,28.802122,12.119250,50.645907,0,3
-11.724254,-9.944337,15.385389,1.547841,29.054650,0,4
-9.701673,-10.741968,10.216611,-12.615908,2.991032,0,5
-8.578387,-12.719054,4.590420,-22.786586,38.913706,0,4
-8.836230,-15.218619,-7.888832,-27.938452,65.613414,0,3
-13.514831,-22.121648,-18.490404,-38.752318,-30.369008,0,0
-14.029286,-22.896312,-18.122445,-35.487760,-45.551518,0,1
-15.007214,-24.264838,-15.768878,-31.043155,-67.870100,0,4
-15.204575,-24.601478,-13.860756,-31.291417,-73.087502,0,3
-15.740402,-26.920889,1.186207,-30.152865,-100,0,4
-15.204462,-28.483496,11.775541,-28.675074,-100,0,5
-13.971188,-29.959656,19.657086,-26.062451,-96.131329,0,2
-13.151094,-30.700759,19.073251,-21.549509,-86.678403,0,1
-12.098969,-31.466195,18.321689,-15.756757,-76.083512,0,2
-10.595815,-32.165279,17.249506,-7.482307,-47.939225,0,1
-8.057415,-32.162517,15.890404,3.986538,-17.072873,0,4
-7.362196,-32.115265,16.566291,0.223254,-14.173511,0,3
-6.890516,-32.122999,16.620751,0.268743,-16.472562,0,0
-6.425476,-32.076892,16.289998,2.770789,-20.954787,0,1
-5.089306,-31.627644,15.336709,9.959791,-28.943134,0,2
-4.036458,-30.912422,14.585058,15.623966,-18.437807,0,1
-3.230704,-30.127164,14.010349,19.959141,-9.005943,0,2
-2.455653,-29.159460,13.458285,24.130386,6.929248,0,1
-1.901080,-28.346231,12.614489,24.654386,16.821707,0,4
-1.147084,-27.228790,9.674695,20.088767,27.705242,0,1
-0.238509,-25.438629,8.089513,24.912765,35.897359,0,4
0.088040,-24.487870,4.960347,22.053229,38.477303,0,1
0.157696,-24.240398,4.910744,23.091168,38.042021,0,0
0.362143,-23.433946,4.764890,26.136744,32.729141,0,1
-37.547246,-20.379919,-10.301604,27.914077,-36.183792,0,4
-35.761547,-17.577948,16.394744,-7.467466,-35.839696,0,4
-27.671620,-22.180687,31.990314,-28.253787,-34.899564,0,5
-25.799419,-23.456076,33.040614,-29.194934,-23.614591,0,2
-24.879574,-24.030152,32.383106,-26.118946,-15.384770,0,1
-21.798255,-25.566577,30.106068,-18.310430,2.948636,0,4
-17.927551,-28.134116,24.741418,-28.439413,12.971917,0,3
