Patrones: PayasoLanderANN
Salidas: GiroD, Nula, GiroI, ImpGiroD, Impulso, ImpGiroI
Entradas: Px, Py, Vx, Vy, Ang, Vv
-66.625427,-46.025779,30.143292,14.124420,-11.880243,0.000000,3
-66.197425,-45.889286,30.219302,12.755094,-14.396127,0.000000,5
-63.175350,-45.332061,30.383958,3.509259,-6.720217,0.000000,3
-61.898776,-45.274613,29.803206,2.196671,-7.584182,0.000000,0
-60.651978,-45.151910,29.330378,3.384169,-15.741368,0.000000,3
-58.050264,-45.170502,31.340084,-1.032648,-46.567751,0.000000,0
-56.743065,-45.122649,30.409252,2.736132,-65.849392,0.000000,1
-54.627647,-44.798602,30.908067,7.218434,-87.235510,0.000000,5
-53.170191,-44.586769,35.999838,6.310415,-90.364489,0.000000,3
-45.947085,-43.919747,54.835855,5.372311,-100.000000,0.000000,5
-36.971513,-43.399876,69.767981,3.895337,-84.552146,0.000000,4
-35.993344,-43.345168,69.070302,5.112857,-81.495981,0.000000,1
-34.066369,-43.197200,67.695803,7.511341,-75.344486,0.000000,2
-26.722818,-42.135142,63.274831,14.258492,-31.297208,0.000000,5
-18.985117,-41.398289,56.329635,2.685604,37.207583,0.000000,4
-16.740779,-41.374327,50.974986,-0.146093,54.224854,0.000000,3
-10.073503,-42.043268,31.616658,-7.981888,31.566530,0.000000,0
-8.757010,-42.214264,30.677611,-4.013194,14.148920,0.000000,1
-4.638182,-41.929560,28.195655,5.911978,-17.245415,0.000000,5
80.228758,-43.456790,0.000000,0.000000,0.000000,0.000000,1
80.228758,-43.443344,0.000000,1.256548,0.926130,0.000000,2
80.222639,-43.205630,-0.432161,4.877447,16.508335,0.000000,5
72.954206,-43.979929,-42.422537,-3.731575,100.000000,0.000000,4
71.004139,-44.097324,-47.625787,-3.620743,100.000000,0.000000,3
67.306370,-44.271851,-53.780908,-2.186780,99.111739,0.000000,0
64.335389,-44.230034,-51.661726,2.850097,88.910159,0.000000,1
60.755457,-43.901008,-50.979580,7.153666,78.429846,0.000000,4
58.485975,-43.708381,-54.748384,5.415086,73.420688,0.000000,3
50.088954,-43.619800,-61.077431,-3.795116,23.432257,0.000000,4
47.515861,-43.790465,-60.077493,-4.832394,9.154028,0.000000,1
40.231650,-43.644054,-54.881826,6.451464,-13.448786,0.000000,2
38.700631,-43.467885,-53.789677,8.823124,-13.859271,0.000000,0
37.952131,-43.387510,-52.848263,7.510912,-15.399113,0.000000,3
34.442318,-43.185428,-47.123299,1.408273,-31.392079,0.000000,5
33.151627,-43.165884,-45.342081,1.540046,-33.578944,0.000000,2
32.515936,-43.136127,-44.888661,2.781081,-34.072644,0.000000,1
31.276304,-43.062418,-43.096887,2.879257,-34.916858,0.000000,4
30.684600,-43.043642,-41.781330,1.754831,-34.350758,0.000000,5
26.971489,-43.229263,-35.169174,-3.859500,-11.279443,0.000000,1
22.707354,-42.993732,-32.127647,7.340122,12.667195,0.000000,2
20.921926,-42.579923,-31.610936,9.603613,28.918474,0.000000,5
19.032862,-42.288829,-34.638154,5.266439,50.466768,0.000000,3
16.365349,-42.149874,-39.699297,0.871601,55.868833,0.000000,4
15.808770,-42.127198,-39.302304,2.119320,55.689843,0.000000,1
14.439680,-42.007781,-38.520188,5.205255,53.228909,0.000000,0
12.566113,-41.739040,-38.086920,7.075119,42.614942,0.000000,3
10.350929,-41.534472,-39.098225,4.805829,22.311147,0.000000,0
8.191050,-41.200793,-37.557599,9.567163,-2.821517,0.000000,1
7.148072,-40.985555,-36.466782,9.387941,-13.092287,0.000000,4
5.210849,-40.720135,-32.689118,4.355492,-27.224143,0.000000,5
1.644702,-40.869605,-25.124174,-6.304270,-8.357471,0.000000,4
0.947352,-41.015759,-24.497217,-6.163946,-1.742402,0.000000,1
-0.326797,-43.827160,0.000000,0.000000,0.000000,0.000000,1
-0.326797,-38.854416,0.000000,28.299172,0.000000,0.000000,4
-0.326797,-36.548530,0.000000,14.700578,0.000000,0.000000,1
-0.326797,-26.808268,0.000000,43.578497,0.000000,0.000000,1
-0.326797,-24.883186,0.000000,44.299244,0.000000,0.000000,4
-0.326797,-21.387206,0.000000,32.115032,0.000000,0.000000,1
-0.326797,-20.323585,0.000000,32.380090,0.000000,0.000000,4
-0.326797,-17.146972,0.000000,14.152017,0.000000,0.000000,1
-0.326797,-12.519546,0.000000,30.089174,0.000000,0.000000,4
-0.326797,-9.437990,0.000000,8.143199,0.000000,0.000000,1
-0.326797,-5.558200,0.000000,26.055893,0.000000,0.000000,4
-0.326797,-3.260860,0.000000,8.657243,0.000000,0.000000,1
-2.941176,-43.333333,0.000000,0.000000,0.000000,0.000000,1
-2.941176,-39.012296,0.000000,26.379030,0.000000,0.000000,4
-2.940831,-37.654741,0.024364,17.482823,-0.925907,0.000000,3
-2.902590,-36.944814,1.163784,10.536059,-15.582517,0.000000,4
-2.817862,-36.663709,2.160593,9.113379,-23.905877,0.000000,1
-2.612083,-35.638931,2.013814,17.029663,-34.660570,0.000000,2
-2.446863,-34.305647,1.895966,23.385616,-20.190285,0.000000,1
-2.313562,-32.919377,2.016740,25.893240,-8.129615,0.000000,4
-2.250422,-32.413612,2.294208,22.887933,-5.751481,0.000000,3
-2.046065,-31.422611,3.464532,15.681734,-14.641055,0.000000,4
-1.997512,-31.243130,3.429887,16.780862,-16.879801,0.000000,1
-1.439672,-28.237785,3.850709,26.769879,-31.343780,0.000000,4
-1.297505,-27.709332,5.403813,24.010219,-31.499028,0.000000,5
-0.906205,-26.802848,7.314665,20.940751,-21.840843,0.000000,2
-0.803667,-26.567612,7.241518,21.987628,-18.731141,0.000000,1
0.527814,-22.185311,6.215888,33.080634,2.855931,0.000000,4
0.613305,-21.848338,6.037417,31.496199,4.422007,0.000000,5
1.043267,-19.940533,2.318898,21.216313,32.189555,0.000000,4
1.075929,-19.701179,2.295709,22.266428,36.397491,0.000000,1
1.154914,-18.945266,1.057240,23.126255,46.598215,0.000000,4
1.152374,-18.709437,-0.178660,21.950942,48.423941,0.000000,3
0.987981,-17.868697,-3.763180,19.592229,45.669848,0.000000,0
0.531951,-15.486352,-3.437730,28.758217,3.363827,0.000000,1
0.392561,-14.528226,-3.070650,29.137136,-10.089747,0.000000,4
0.633230,-11.844862,6.111974,11.555726,-36.156929,0.000000,5
1.080738,-11.453855,8.400504,9.110018,-28.076875,0.000000,2
1.198509,-11.343914,8.316499,10.275315,-25.268050,0.000000,1
1.657969,-10.781889,7.988795,14.821542,-15.647704,0.000000,2
2.313389,-9.585491,7.521292,21.306692,11.611090,0.000000,1
2.515829,-9.122502,6.850029,20.924167,19.962137,0.000000,4
2.745189,-8.538661,4.615423,16.854910,28.685337,0.000000,3
2.912705,-7.747880,0.335927,9.080197,21.355040,0.000000,4
2.907926,-7.568740,-0.167914,8.962449,17.296856,0.000000,1
2.890388,-6.762242,-0.423751,13.291772,10.114225,0.000000,5
2.785019,-6.266784,-2.407582,6.656051,21.005423,0.000000,4
2.691405,-6.164150,-3.613967,4.183320,24.883259,0.000000,3
2.640743,-6.106400,-3.577827,5.397809,25.171952,0.000000,0
2.394905,-5.627185,-3.402478,11.291041,14.991245,0.000000,1
1.982126,-4.029807,-3.111567,18.661935,0.126536,0.000000,4
1.816042,-3.384510,-2.805544,12.983113,-2.175173,0.000000,5
1.738536,-3.151027,-2.722718,10.224626,-0.003862,0.000000,4
1.582970,-2.830418,-2.749458,7.385508,3.179518,0.000000,1
1.797386,-43.333333,0.000000,0.000000,0.000000,0.000000,1
1.797386,-37.646425,0.000000,32.704390,0.000000,0.000000,1
1.797386,-35.776492,0.000000,34.746381,0.000000,0.000000,4
1.797386,-33.155628,0.000000,23.388437,0.000000,0.000000,1
1.797386,-26.909119,0.000000,37.796930,0.000000,0.000000,4
1.797731,-22.846589,0.024359,14.925316,-0.925796,0.000000,3
1.819150,-22.356162,0.739036,9.418033,-11.244480,0.000000,4
1.829511,-22.242951,0.731645,10.580326,-13.823927,0.000000,1
1.899196,-21.112592,0.681941,18.397068,-25.008866,0.000000,2
1.943383,-20.238041,1.115121,20.152648,-17.582342,0.000000,5
2.100864,-19.125719,1.314765,12.830653,17.795046,0.000000,2
2.137454,-18.815928,1.288601,15.069471,30.220914,0.000000,1
2.175040,-18.285206,0.114967,16.107448,44.627087,0.000000,4
2.159749,-18.125219,-1.083091,14.998204,47.566760,0.000000,3
1.842490,-17.470161,-5.866296,11.894178,46.264130,0.000000,0
1.678810,-17.179214,-5.749557,14.157978,40.997830,0.000000,1
0.981696,-15.293124,-5.252319,23.799447,26.320481,0.000000,0
0.827634,-14.777579,-5.680468,23.370541,20.400743,0.000000,3
0.652127,-14.324073,-6.336838,20.465480,13.012456,0.000000,4
0.276516,-13.575232,-6.636186,17.243436,2.180748,0.000000,1
-0.609216,-11.136726,-5.704173,25.107416,-11.282115,0.000000,4
-0.954478,-9.944090,-3.616675,17.217794,-12.384383,0.000000,5
-1.104066,-9.418904,-2.783604,12.228459,-4.331969,0.000000,4
-1.217676,-9.087404,-2.647225,10.647003,1.818548,0.000000,1
-1.363914,-8.509927,-2.542914,15.178140,6.582600,0.000000,0
-1.504048,-7.770179,-2.418271,17.018240,-0.928887,0.000000,3
-1.588578,-7.314347,-1.673136,12.815930,-12.515342,0.000000,4
-1.612152,-7.164337,-1.656405,13.950463,-15.925881,0.000000,1
-1.779286,-5.576453,-0.669871,20.212382,-33.305892,0.000000,4
-1.730680,-5.009872,2.058195,16.389140,-35.942867,0.000000,5
-1.136195,-4.096598,6.826113,6.126666,-10.968306,0.000000,4
-0.744268,-3.946739,6.845521,3.455540,2.303164,0.000000,1
0.507635,-2.139590,5.375131,17.040816,21.833329,0.000000,4
-0.816993,-22.962963,0.000000,0.000000,0.000000,0.000000,1
-0.816993,-17.276100,0.000000,32.704292,0.000000,0.000000,1
-0.816993,-16.193930,0.000000,32.951810,0.000000,0.000000,4
-0.816993,-13.212427,0.000000,17.445760,0.000000,0.000000,1
-0.816993,-10.754699,0.000000,25.278466,0.000000,0.000000,4
-0.816993,-8.504046,0.000000,0.309453,0.000000,0.000000,1
-0.816993,-4.107590,0.000000,26.617719,0.000000,0.000000,4
-0.816993,-2.231417,0.000000,15.962724,0.000000,0.000000,1
6.209150,-8.641975,0.000000,0.000000,0.000000,0.000000,1
6.209150,-8.655416,0.000000,-1.256285,0.000000,0.000000,4
6.209150,-14.688779,0.000000,-33.633596,0.000000,0.000000,4
6.209150,-15.802054,0.000000,-33.867738,0.000000,0.000000,1
6.209150,-18.126599,0.000000,-24.062190,0.000000,0.000000,4
6.209150,-19.869053,0.000000,-27.493837,0.000000,0.000000,1
6.209150,-21.646101,0.000000,-15.663628,0.925796,0.000000,2
6.208150,-21.825456,-0.070647,-16.762434,2.685051,0.000000,5
5.952279,-23.902129,-4.101759,-23.107449,44.669310,0.000000,2
5.837841,-24.349030,-4.020134,-20.147305,57.293570,0.000000,1
5.247956,-25.724323,-3.599380,-4.888772,93.297746,0.000000,0
4.905148,-25.707154,-3.354857,3.978631,77.348015,0.000000,1
4.787339,-25.602791,-4.997613,4.558146,71.448437,0.000000,4
3.216494,-25.520437,-17.598562,-2.332402,55.116477,0.000000,3
1.445488,-25.853426,-22.025866,-5.719361,30.137781,0.000000,0
1.135140,-25.900735,-21.805608,-4.399438,25.248101,0.000000,1
-2.336638,-25.419729,-19.328161,10.369595,-7.076444,0.000000,0
-3.910179,-24.524582,-17.339162,14.754110,-33.283760,0.000000,3
-5.141585,-23.458035,0.149904,7.995895,-100.000000,0.000000,4
-4.951658,-23.206468,6.609077,7.758409,-100.000000,0.000000,5
-4.312258,-22.869190,12.747383,8.709207,-99.577092,0.000000,2
-3.098192,-21.873520,11.881394,16.652803,-77.178110,0.000000,1
-1.966572,-20.306181,11.074236,24.056958,-56.968097,0.000000,2
-0.201997,-16.398143,9.816035,35.604085,12.113907,0.000000,1
-0.071586,-16.035525,9.249899,34.041347,17.968955,0.000000,4
0.406037,-14.448364,4.780433,26.910626,38.718129,0.000000,3
0.406610,-12.457790,-2.531139,17.541960,20.473841,0.000000,0
0.335993,-12.047821,-2.480769,19.693140,10.701972,0.000000,1
0.103809,-10.288303,-2.022532,24.394795,-11.032523,0.000000,4
0.127531,-8.597164,1.803138,14.292577,-23.237550,0.000000,1
0.285331,-7.459421,2.394819,18.394901,-26.854417,0.000000,4
0.328616,-7.276933,3.055445,17.049074,-26.338181,0.000000,5
0.507548,-6.815837,4.731601,13.024647,-20.810833,0.000000,4
0.738396,-6.456823,5.531413,11.509047,-16.030756,0.000000,1
0.815930,-6.321497,5.476099,12.650128,-13.819617,0.000000,2
1.118451,-5.660384,5.260319,17.102517,0.478752,0.000000,1
1.474641,-4.600107,4.631557,19.937099,14.150645,0.000000,4
1.719615,-3.519080,0.623976,10.459934,25.361193,0.000000,5
1.679863,-3.262185,-1.775834,6.809823,33.517508,0.000000,3
1.387499,-3.057720,-5.055429,3.426988,29.072525,0.000000,0
1.246450,-2.945279,-4.954826,5.859171,22.945355,0.000000,1
0.774548,-2.154691,-4.618221,13.996421,8.393125,0.000000,0
-7.352941,-6.913580,0.000000,0.000000,0.000000,0.000000,1
-7.352941,-6.927017,0.000000,-1.256096,0.000000,0.000000,4
-7.352941,-12.960309,0.000000,-33.633491,0.000000,0.000000,4
-7.352941,-13.303118,0.000000,-32.040796,0.000000,0.000000,1
-7.352941,-15.011623,0.000000,-22.813213,-0.925852,0.000000,0
-7.349823,-15.676024,0.220203,-20.907105,-8.378792,0.000000,3
-7.234022,-16.952256,2.976288,-25.692716,-31.359686,0.000000,4
-6.530688,-19.097021,10.615711,-30.534631,-54.570245,0.000000,3
-6.172424,-19.765742,13.347136,-31.468751,-61.794755,0.000000,4
-4.616670,-21.835939,20.713602,-31.334986,-75.300306,0.000000,2
-0.805023,-24.840434,17.994855,-10.731284,-17.068625,0.000000,1
0.908837,-25.243691,16.772380,-1.466898,12.078139,0.000000,2
2.506266,-24.980279,15.632955,7.168118,50.337276,0.000000,1
3.369885,-24.547988,15.016954,11.836487,67.123245,0.000000,0
3.556945,-24.429389,13.210222,11.085216,68.742953,0.000000,3
3.719437,-24.317583,11.378308,10.362011,70.213111,0.000000,4
3.998481,-24.073442,6.799489,8.810076,75.321166,0.000000,5
4.090804,-23.708732,-2.161577,6.985774,91.847382,0.000000,3
3.331926,-23.291985,-12.134060,7.106975,88.269381,0.000000,0
2.827449,-22.988861,-11.773666,10.621906,77.415757,0.000000,1
2.498978,-22.724767,-11.539370,12.910761,70.408923,0.000000,0
0.805790,-20.435111,-10.331640,24.709278,3.158280,0.000000,1
0.103743,-18.979564,-9.270698,27.204998,-21.248871,0.000000,4
-0.377700,-17.748213,-4.968572,20.339889,-34.734876,0.000000,5
-0.540826,-16.989016,-2.188639,17.574185,-30.619591,0.000000,2
-0.571341,-16.790588,-2.166752,18.647943,-28.577234,0.000000,1
-0.883469,-13.889791,-1.521422,27.361202,-15.890695,0.000000,4
-0.866973,-12.087355,1.057129,18.241201,-12.590584,0.000000,1
-0.721184,-9.548846,1.243930,26.014457,-10.964350,0.000000,4
-0.540428,-8.183670,2.538763,19.729236,-10.556437,0.000000,1
-0.228793,-5.813957,2.589015,26.390467,-10.273021,0.000000,4
-0.048408,-4.844042,3.521689,20.454179,-9.285473,0.000000,5
0.215140,-3.953614,3.660646,15.819092,5.421442,0.000000,1
0.508114,-2.721747,2.927937,19.786578,19.844125,0.000000,4
0.580986,-2.175012,1.091068,15.675556,23.352120,0.000000,3
0.585740,-1.731509,-0.074903,14.123054,19.132586,0.000000,0
-8.986928,-4.074074,0.000000,0.000000,0.000000,0.000000,1
-8.986928,-4.087509,0.000000,-1.256021,0.000000,0.000000,4
-8.986928,-7.499040,0.000000,-23.416908,0.000000,0.000000,1
-8.986928,-8.699812,0.000000,-17.207077,0.000000,0.000000,4
-8.986928,-17.672152,0.000000,-40.464178,0.000000,0.000000,1
-8.986928,-19.600788,0.000000,-34.836270,0.000000,0.000000,4
-8.986583,-22.476461,0.024351,-41.004599,-0.925574,0.000000,3
-8.954114,-24.776662,0.755614,-42.605171,-16.511870,0.000000,0
-8.912378,-26.421657,0.725839,-35.976273,-37.390435,0.000000,1
-8.821933,-28.663060,2.181998,-27.008148,-61.359960,0.000000,4
-8.769092,-28.956713,3.731092,-27.443062,-64.483724,0.000000,3
-8.495732,-29.839122,6.946460,-26.561230,-77.296600,0.000000,0
-8.397897,-30.108204,6.876995,-25.033415,-81.624152,0.000000,1
-7.564543,-31.811739,6.282254,-12.008114,-100.000000,0.000000,2
-6.722385,-32.310346,5.681558,1.153659,-67.891182,0.000000,0
-6.408514,-32.129094,5.457682,6.059055,-63.211740,0.000000,1
-6.033207,-31.614971,5.190201,11.925049,-61.122549,0.000000,2
-5.539178,-30.388807,4.837606,19.645503,-35.502604,0.000000,1
-4.890689,-27.681424,4.375045,29.780478,-10.425561,0.000000,0
-4.825281,-27.379003,4.614944,28.241267,-10.793382,0.000000,3
-3.949546,-25.325254,8.955357,18.130652,-44.172319,0.000000,1
-3.096624,-23.651597,8.346978,25.434322,-66.197211,0.000000,2
-2.956723,-23.389291,9.876621,24.509174,-66.541926,0.000000,5
-0.876284,-21.489608,19.577197,17.278300,-36.160111,0.000000,2
-0.330081,-21.085184,19.187610,19.434807,-24.930101,0.000000,1
1.244104,-19.602837,18.064754,25.649904,-1.572799,0.000000,2
2.235215,-18.425546,16.871253,27.123898,18.420717,0.000000,5
3.468447,-16.780464,8.090605,18.740494,64.421864,0.000000,3
3.414261,-15.319091,-5.620557,13.848774,63.449708,0.000000,0
2.660815,-13.198822,-5.083131,24.538019,5.709654,0.000000,1
2.243763,-11.400026,-4.785667,30.454873,-19.998088,0.000000,2
2.176676,-11.064021,-4.737811,31.406609,-22.185163,0.000000,1
2.118664,-10.742994,-4.083239,29.906251,-23.228173,0.000000,5
1.939588,-9.154422,-1.023388,21.092926,-12.040684,0.000000,4
1.918053,-8.722974,-0.756730,20.696757,-7.153999,0.000000,1
1.794617,-5.247957,-0.875719,30.115488,7.798127,0.000000,4
1.778872,-4.942222,-1.111678,28.569651,9.312977,0.000000,5
1.702941,-4.121952,-2.183746,24.073522,16.349305,0.000000,3
1.527518,-3.218907,-3.358353,20.800218,14.345095,0.000000,1
1.342162,-2.218659,-3.226020,24.927000,10.010482,0.000000,0
6.209150,-3.950617,0.000000,0.000000,0.000000,0.000000,1
6.209150,-3.964053,0.000000,-1.256058,0.000000,0.000000,4
6.209150,-9.997325,0.000000,-33.633537,0.000000,0.000000,4
6.209150,-14.094598,0.000000,-39.918478,0.000000,0.000000,1
6.209150,-16.625102,0.000000,-31.183167,0.000000,0.000000,4
6.209150,-19.622823,0.000000,-35.967756,0.000000,0.000000,1
6.209150,-20.340795,0.000000,-32.751767,0.925796,0.000000,2
6.209150,-23.271379,0.000000,-14.755703,57.294539,0.000000,1
6.182096,-23.925854,-1.910709,-8.171330,82.511335,0.000000,4
5.796518,-24.295335,-9.769105,-8.819076,91.421610,0.000000,3
4.114774,-24.988317,-20.580016,-8.622506,75.523821,0.000000,0
2.977894,-25.215118,-19.769081,-3.332080,54.835328,0.000000,1
2.426336,-25.245160,-19.375676,-0.765429,45.249320,0.000000,0
0.327797,-24.834981,-17.878803,9.000037,-6.209813,0.000000,1
-0.650198,-24.352090,-16.489280,11.178559,-26.365777,0.000000,4
-2.188958,-23.857598,-0.449404,-2.086027,-55.970811,0.000000,3
-2.023748,-24.002872,4.052671,-2.920522,-69.650681,0.000000,1
-1.910689,-24.024241,3.972023,-0.362286,-74.843653,0.000000,2
-1.277745,-23.052871,3.520741,13.947583,-36.761347,0.000000,1
-0.673189,-20.067603,3.089524,27.627844,-3.324184,0.000000,0
-0.628421,-19.788391,3.161541,26.097352,-3.912259,0.000000,3
-0.533744,-19.278285,3.413988,23.087630,-6.677673,0.000000,4
-0.376302,-18.604667,3.746935,21.202354,-9.872266,0.000000,1
-0.068896,-17.012744,3.527665,27.314048,-12.973318,0.000000,2
0.220533,-15.041886,3.321227,33.068390,4.374592,0.000000,1
0.398202,-13.555146,2.781009,34.236463,15.624563,0.000000,4
0.479198,-11.967854,-0.055227,26.703454,23.488431,0.000000,3
0.288829,-10.373747,-2.634002,19.116707,5.338906,0.000000,1
-0.188407,-6.389974,-1.761443,30.640920,-20.163428,0.000000,4
0.011972,-3.937991,3.565979,18.840251,-25.090346,0.000000,1
0.160443,-3.265210,3.460066,22.011969,-24.879161,0.000000,2
0.398184,-1.923504,3.290488,27.090798,-11.009521,0.000000,1
-82.189542,-86.296296,0.000000,0.000000,0.000000,0.000000,1
-82.189542,-80.609377,0.000000,32.704466,0.000000,0.000000,1
-82.189542,-67.735911,0.000000,52.278882,0.000000,0.000000,4
-82.189191,-65.218731,0.024708,43.553231,-0.934594,0.000000,3
-82.150822,-63.155104,1.166563,35.327469,-15.600969,0.000000,4
-79.894745,-58.808488,16.207526,10.224275,-43.071597,0.000000,3
-78.847902,-58.458703,19.151614,8.313356,-55.742120,0.000000,0
-78.050412,-58.117021,18.582792,11.798217,-69.996536,0.000000,1
-77.764947,-57.997787,20.157207,11.143263,-74.107872,0.000000,4
-75.580182,-57.372584,28.354646,10.068423,-91.444619,0.000000,1
-72.509081,-56.075802,26.164099,18.997136,-100.000000,0.000000,2
-68.668160,-53.109540,23.425719,30.165528,-56.316322,0.000000,1
-67.999577,-52.459145,24.148588,29.844970,-47.069762,0.000000,4
-66.522953,-51.323604,27.062321,24.510232,-34.399127,0.000000,3
-61.095800,-49.189510,37.694244,11.258118,-72.152709,0.000000,4
-59.369587,-48.863146,42.147811,9.696420,-83.826055,0.000000,5
-53.868753,-48.182778,51.742149,7.695782,-71.770863,0.000000,2
-51.714162,-47.860527,50.205355,11.198983,-57.621706,0.000000,1
-44.347294,-45.760580,44.950775,23.176940,-28.679112,0.000000,2
-43.085106,-45.258020,44.629500,22.769185,-21.976378,0.000000,5
-41.191048,-44.618859,44.328776,18.430899,-8.753191,0.000000,4
-36.981568,-43.660632,40.636903,8.682567,10.272130,0.000000,3
-33.708799,-43.371118,37.369658,3.378816,-1.561461,0.000000,0
-32.666295,-43.259711,36.626002,5.811658,-9.731349,0.000000,1
-28.211618,-42.160191,34.265148,13.789212,-31.209891,0.000000,4
-26.712562,-41.796898,35.807076,10.100773,-33.941105,0.000000,5
-23.018879,-41.406134,37.754984,1.491763,-14.311884,0.000000,4
-19.873639,-41.589685,36.186361,-5.920351,0.891255,0.000000,3
-16.404796,-42.357123,34.316200,-11.514717,-14.326660,0.000000,1
-9.258476,-42.428950,29.218796,8.858579,-38.150028,0.000000,2
-7.633741,-41.951767,28.814880,11.061347,-28.841348,0.000000,5
-5.972069,-41.590208,29.228281,8.357820,-10.922884,0.000000,1
-2.806401,-40.433443,26.970241,17.418496,12.950466,0.000000,2
-0.953074,-39.330055,25.648431,22.723161,34.712787,0.000000,1
81.862745,-86.543210,0.000000,0.000000,0.000000,0.000000,1
81.862745,-80.856251,0.000000,32.704573,0.000000,0.000000,1
81.862745,-66.787435,0.000000,53.687919,0.000000,0.000000,4
81.862400,-62.458931,-0.024373,38.185014,0.926130,0.000000,5
81.765527,-60.074987,-2.383340,27.278257,25.688206,0.000000,4
81.677223,-59.509303,-3.094786,26.872511,33.140217,0.000000,1
81.283601,-56.483328,-4.140669,33.267413,52.544149,0.000000,4
81.206259,-56.140074,-5.461244,32.079364,54.698247,0.000000,5
80.066457,-54.029897,-16.538948,25.879834,84.300054,0.000000,3
77.743510,-52.230299,-26.951198,23.779473,81.784347,0.000000,0
74.809906,-49.836060,-25.896905,29.355740,40.239480,0.000000,3
72.523261,-48.276722,-26.698204,20.591904,-1.942877,0.000000,5
71.081267,-47.549067,-24.608309,14.887371,-12.922962,0.000000,4
69.478241,-46.969547,-21.264897,8.188126,-18.075165,0.000000,5
65.640935,-47.122891,-20.623110,-6.223997,46.026355,0.000000,1
63.381144,-47.177646,-20.875109,2.257609,78.752322,0.000000,5
61.523655,-47.097136,-29.970461,1.332936,100.000000,0.000000,3
55.229490,-46.982487,-46.605973,1.220973,75.708499,0.000000,0
52.027220,-46.720128,-44.321816,7.318725,45.746483,0.000000,1
49.568700,-46.307335,-43.291259,9.572904,27.595090,0.000000,4
48.335026,-46.143326,-43.624142,7.027045,21.941390,0.000000,5
44.592709,-45.944260,-43.936225,2.127412,28.300137,0.000000,1
40.977918,-45.560227,-42.333518,7.029075,37.770336,0.000000,4
39.754735,-45.445688,-43.470639,4.797438,38.887893,0.000000,3
35.941450,-45.364637,-45.060361,0.410206,22.557076,0.000000,0
33.452077,-45.214411,-43.284803,5.345002,1.744538,0.000000,1
29.907862,-44.631816,-40.260373,9.920168,-18.794285,0.000000,5
26.243847,-44.275097,-34.944316,0.926481,-6.733719,0.000000,4
24.794521,-44.325983,-33.758681,-2.829904,-0.212665,0.000000,3
22.484177,-44.671736,-31.735859,-8.839332,-6.665675,0.000000,4
20.763664,-45.145567,-29.697176,-10.885888,-13.159216,0.000000,1
15.306957,-45.333076,-25.230949,4.586520,-21.788602,0.000000,5
13.200133,-45.343955,-21.854633,-3.509553,-1.758968,0.000000,4
12.743366,-45.398316,-21.421098,-2.933287,2.968134,0.000000,1
10.692213,-45.260810,-20.424542,3.313193,17.536756,0.000000,4
9.177411,-45.278720,-22.131224,-2.703281,23.799967,0.000000,5
8.205528,-45.411674,-22.905395,-3.641952,33.337562,0.000000,2
7.566400,-45.448248,-22.449577,-1.068875,40.682888,0.000000,0
6.023856,-45.304754,-21.349325,5.141287,40.463332,0.000000,1
4.556992,-44.838892,-20.302995,11.046758,35.485413,0.000000,0
3.161944,-44.066411,-19.307947,16.663138,18.435301,0.000000,1
1.321694,-42.493889,-17.996268,24.060430,-0.426603,0.000000,0
0.572358,-41.656827,-17.461761,27.077362,-11.381717,0.000000,1
-2.124183,-85.432099,0.000000,0.000000,0.000000,0.000000,1
-2.124183,-79.745126,0.000000,32.704647,0.000000,0.000000,1
-2.124183,-65.040758,0.000000,56.896011,0.000000,0.000000,1
-2.124183,-57.901760,0.000000,61.578361,0.000000,0.000000,4
-2.124183,-51.474996,0.000000,42.820127,0.000000,0.000000,1
-2.124183,-40.590407,0.000000,55.388305,0.000000,0.000000,4
-2.124183,-32.770982,0.000000,26.435615,0.000000,0.000000,1
-2.123838,-28.606941,0.024349,35.190586,-0.925519,0.000000,3
-2.085590,-26.977612,1.163948,27.375390,-15.584239,0.000000,4
-1.992381,-26.192877,2.759643,23.012413,-22.981651,0.000000,5
-1.688933,-25.160146,4.847374,18.496666,-16.567977,0.000000,2
-1.553700,-24.730066,4.750912,20.628775,-9.902058,0.000000,1
-1.103048,-22.903487,4.298658,25.253495,4.924060,0.000000,4
-0.751862,-21.305578,1.991198,13.700826,11.739951,0.000000,3
-0.672462,-20.865715,1.179221,8.241248,3.433071,0.000000,4
-0.640482,-20.705311,1.123514,8.089832,-0.738085,0.000000,1
-0.548305,-19.926184,1.057767,14.968973,-8.145036,0.000000,2
-0.489871,-19.168308,1.016086,19.329840,-1.076607,0.000000,1
-0.409524,-17.719203,0.743637,23.047544,8.103845,0.000000,4
-0.402156,-17.488376,0.520154,21.569748,8.219002,0.000000,3
-0.394501,-16.888347,0.053118,17.203065,4.221108,0.000000,4
-0.393758,-16.693227,0.052587,18.284153,2.875255,0.000000,1
-0.384840,-14.152023,0.179803,26.035686,-5.029344,0.000000,4
-0.286581,-12.465437,1.303955,16.869257,-7.441047,0.000000,1
0.003872,-7.734607,1.334593,31.450918,-8.959941,0.000000,4
0.652741,-4.598831,4.477608,9.624906,-8.275443,0.000000,5
0.782783,-4.408598,4.558254,9.458213,-4.003476,0.000000,2
0.909650,-4.169699,4.467544,11.764329,2.020884,0.000000,1
-82.026144,-5.679012,0.000000,0.000000,0.000000,0.000000,1
